Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15
52.99	1.033642	1.04955	1.006999	1.0093529	1.031952	1.068799	1.0085575	1.22092	1.11243	1.020868	1.0041045	1.04038	1.015411	1.064174	1.045095
53	1.01205	1.026148	1.02031	1.026226	1.020866	1.14274	1.0024968	1.204	1.05711	0.953311	1.021425	1.04979	1.07956	0.988291	1.0083943
53.01	1.024567	1.036294	1.018256	1.024927	0.9951567	1.029041	0.9956835	1.19728	1.037878	0.986283	1.034341	1.031387	1.004915	1.095346	0.9938495
53.02	1.025467	1.039011	1.015395	1.0065184	1.084882	1.070422	1.092667	1.14192	1.056832	1.033813	0.989184	0.977509	0.989566	1.034903	1.064366
53.03	1.022965	1.023699	1.028987	1.019066	1.087821	1.062808	1.05784	1.086763	0.963684	0.9972318	1.012578	1.051029	1.013828	1.0065085	1.029309
53.04	1.01038	1.024194	1.0012037	1.019367	1.065174	1.061052	0.9947441	1.060736	1.022895	0.967716	1.02581	1.030769	1.023848	0.9912348	1.020557
53.05	1.044699	1.0096803	1.0082646	1.017067	1.067751	1.006004	1.0041616	1.073406	1.03622	1.019014	1.012719	1.085892	0.9976681	0.960102	0.977004
53.06	1.015682	1.066289	0.97467	1.027409	1.036355	1.032113	1.031116	1.019761	0.9935676	1.0086539	0.9939708	1.013353	1.0092832	1.083493	1.046318
53.07	1.041339	1.039743	1.0057682	1.018469	1.017376	1.039862	1.035538	1.11616	0.9901571	0.9904372	1.0039466	1.0061856	1.055042	1.07387	1.03711
53.08	1.011271	1.058066	1.016244	1.024748	1.044398	1.068422	1.058139	1.17956	1.04364	1.025935	0.9923092	1.034475	1.025335	1.018196	1.012342
53.09	1.014233	1.0045827	0.983102	1.011701	1.047382	1.030546	1.032564	1.1446	1.034053	1.035047	1.036025	0.987972	0.963608	0.962442	1.063583
53.1	1.0041842	1.028655	1.02105	0.976816	0.9972541	0.972971	1.014629	1.05093	0.9927393	1.068408	1.039401	1.027108	1.0094893	1.029123	1.047361
53.11	0.981208	1.022771	0.983018	1.023873	1.056492	1.017811	1.0088294	1.045059	1.034898	0.90228	1.026755	0.986342	1.029256	1.026854	1.0070725
53.12	1.012116	1.059189	1.030037	1.017193	1.060928	1.024444	1.029607	1.050832	1.00040484	1.079244	1.034617	0.972502	0.968823	1.031945	1.035494
53.13	1.0363	1.045687	1.016766	1.036081	1.062076	1.037728	1.0050037	1.029094	1.048082	1.042096	1.0042348	1.0028497	1.014881	0.972863	1.048257
53.14	1.022326	1.021912	1.029382	1.030488	1.046684	0.990073	1.007554	1.40384	1.022909	1.039733	1.02409	1.046307	0.976999	1.022598	1.0049861
53.15	1.030137	1.02406	1.0032929	1.024615	1.080096	0.982887	1.039352	1.38727	1.07093	1.012134	1.041595	1.021909	0.9977055	1.030771	1.0050444
53.16	1.012242	1.045164	0.989428	1.024033	1.18491	0.959627	1.07916	1.24412	0.9942984	1.070397	0.99900909	1.051871	1.026126	0.9912567	0.98596
53.17	1.045771	1.020425	1.019927	1.0061875	1.13211	1.0050261	1.042103	1.21577	0.987214	1.040354	0.960632	0.96828	1.036436	0.987834	0.979268
53.18	1.042081	1.047364	1.0051257	1.0052187	1.086295	0.971232	1.091198	1.22818	1.0029031	0.97198	1.096831	1.057842	1.040586	1.00567	0.9957833
53.19	1.016211	1.035511	1.026239	1.057338	1.052875	1.0033552	1.10324	1.13848	1.047619	0.987648	1.016009	0.9907024	1.072152	0.988832	1.057
53.2	1.026645	0.9919606	0.981844	1.035899	1.082301	1.034281	1.012778	1.11254	1.029732	0.9940883	0.9939623	1.00055732	1.0035503	1.043111	1.029274
53.21	1.014555	1.040817	1.032204	1.029677	0.985137	0.960894	1.0067041	1.062481	1.066018	1.044002	1.019337	1.0002162	0.977327	0.987749	0.9984958
53.22	1.058427	1.037172	1.026081	1.022105	1.058875	0.939038	1.017498	1.11118	1.018332	1.010467	0.964658	1.034427	1.084747	1.01738	0.9902599
53.23	1.027022	1.022227	0.9947541	1.051416	0.9943458	1.025308	0.9904651	1.076515	1.028742	1.070144	0.972261	1.042142	0.957565	0.959157	1.055081
53.24	1.023488	1.015659	0.9958944	1.059614	1.10163	0.983045	1.022296	1.038	1.022731	1.026902	1.020458	1.066691	1.034774	1.047759	1.011749
53.25	1.01699	1.062105	1.0027695	0.9952866	1.026993	1.091937	1.0035395	1.049371	0.9905255	1.00016118	1.015818	0.973667	1.0042811	0.98672	0.974824
53.26	1.017897	1.014779	0.977473	1.0095909	1.0021666	1.0056506	1.057293	0.974062	1.00090928	0.950943	1.0020509	0.969342	1.0047468	1.039913	1.0025056
53.27	0.9968618	1.03248	0.99211	1.0089848	1.036334	1.011867	1.073822	0.961282	0.9973352	1.0016153	1.038548	0.89417	1.0087375	1.024435	1.052514
53.28	1.020799	1.032511	1.022697	1.036111	1.071422	1.012215	1.010103	1.043408	1.031505	1.017388	0.961597	1.033101	1.014774	1.012419	1.035584
53.29	1.023113	1.019277	0.9918286	1.019525	1.084724	0.9983737	1.050853	1.0060467	0.963424	0.980466	1.010764	1.023184	0.9947703	0.989948	0.973056
53.3	1.033189	1.050742	1.021514	1.020258	1.06101	1.046244	1.0026271	1.04022	1.015078	1.029413	1.024903	0.9939603	1.01466	1.026639	0.977325
53.31	1.027838	1.052375	1.026921	1.0075177	1.055498	1.017143	1.03146	1.0038564	1.037718	0.985273	1.081768	1.010659	1.024803	1.0084356	1.013215
53.32	1.01161	1.073122	1.0012971	1.031229	1.00074654	1.042351	1.071663	1.042192	1.05482	1.064209	1.00071711	1.079684	0.987206	1.0040694	1.068599
53.33	1.015671	1.044601	1.0096487	1.043691	0.974478	1.049386	1.078502	1.061004	1.011382	1.039037	0.968163	1.041283	1.018737	1.058166	0.9909019
53.34	1.019243	1.039322	1.025623	1.034764	1.0036477	1.037333	1.049386	0.9958281	1.023309	0.987407	1.057228	1.036898	0.99958897	1.061657	1.033952
53.35	1.039533	1.031185	1.012557	1.018928	0.983666	0.980061	1.055014	1.066116	1.016912	0.935751	1.051648	0.969799	1.012156	1.052288	0.967166
53.36	1.016725	1.044544	1.0016194	1.044457	1.088055	0.99976357	1.049982	1.0092758	1.054979	1.011405	1.042306	1.14646	1.073042	0.985759	1.0034143
53.37	1.015625	1.056765	1.031845	0.992127	1.019849	1.013622	1.026722	1.041649	1.066762	1.031584	0.956061	1.11877	0.9918591	1.03082	0.9915993
53.38	1.0023031	1.022037	0.976435	0.99972175	1.058321	1.015513	1.010904	1.020572	0.983623	1.016513	0.989918	1.066338	0.984033	1.041415	0.967401
53.39	1.028244	1.03933	1.019947	1.0046543	1.059832	1.090127	1.032142	1.12398	0.987463	1.031942	1.089636	0.9938674	1.0023992	1.087555	1.023888
53.4	1.02699	1.087919	1.028896	1.055602	1.14821	1.051205	1.047	1.025855	1.065644	1.041927	1.014573	1.056263	0.967133	1.079404	0.969891
53.41	0.9974247	1.051476	0.9984405	0.9953273	1.041537	0.952147	1.012305	1.034931	0.9951507	0.985863	1.037968	1.031766	1.024235	0.974444	1.087906
53.42	1.022671	1.02993	1.0067797	0.9980086	1.026467	1.029612	1.032618	0.985904	1.024304	1.028044	0.988935	0.979881	1.03903	1.047342	0.99905217
53.43	1.0022578	1.023755	1.012577	1.030096	1.023338	0.958041	1.017158	1.0091125	0.980575	1.052806	1.01966	0.9984775	1.02886	1.013472	1.00073474
53.44	1.026077	1.01954	1.027818	1.0505	1.019256	1.034302	0.987923	1.053397	1.020803	0.976565	0.951037	0.9950683	1.08923	1.1103	1.024508
53.45	1.019673	1.043474	0.987125	1.0081008	1.010509	1.03141	0.989952	0.9625	1.13151	1.047253	0.998407	1.020486	1.019159	1.038017	1.052736
53.46	1.034729	1.063562	1.010413	1.017242	1.056503	1.038923	1.022874	0.965546	1.11745	0.976064	0.984592	1.016963	1.035587	1.033712	1.023784
53.47	1.019462	1.024459	0.954946	1.0085114	1.019506	1.0016828	1.0036639	1.023991	1.13112	0.988264	1.033648	1.032802	1.023378	0.9966897	0.989515
53.48	1.039248	1.052839	1.015014	1.019054	0.985337	1.052162	1.0049802	1.012841	1.053817	1.064848	1.095288	1.034519	1.067365	1.043901	1.030533
53.49	1.010888	1.025845	0.9952343	1.011288	1.003699	1.073707	0.98691	1.022157	1.029958	1.014095	0.99975805	0.980777	0.982266	0.974753	1.077577
53.5	1.021568	1.014566	1.012509	1.027135	1.038342	1.049738	1.00022256	1.028358	1.033907	1.041511	1.009773	1.024237	1.049799	1.022488	1.030805
53.51	1.0087597	1.043794	1.011617	0.9980282	1.019134	1.0043278	1.017773	1.011765	1.0072911	1.065101	1.017364	0.960259	1.00065897	1.069454	1.056296
53.52	1.018406	1.012414	1.034414	1.013841	1.016432	1.0534	1.055325	0.989972	1.035097	1.010393	1.018937	0.917776	1.03035	1.054468	1.0068393
53.53	1.0015201	0.9946677	0.983121	1.0039067	1.014817	1.0098651	1.031454	0.987022	1.060052	1.0091129	0.987342	1.04359	1.043933	1.03653	1.013833
53.54	1.015547	1.047706	1.014331	0.98105	0.9913313	0.9996033	0.961406	0.986202	1.051555	0.954026	1.017814	1.02564	1.018646	1.011317	1.029211
53.55	1.021814	1.032494	0.983094	0.9947721	1.10295	1.0025277	1.033226	1.018381	1.050085	1.017775	1.090102	0.982882	1.016308	1.0049036	1.073597
53.56	1.013741	0.9965007	0.9983039	1.017802	1.042049	1.0034586	1.063817	1.0051112	1.014565	0.935811	0.9916659	1.02396	1.041572	0.961539	1.059629
53.57	0.9962197	1.046342	1.016907	1.019628	0.9912776	1.0015459	0.983786	1.031955	0.9934396	1.051447	0.989234	1.0066731	0.979512	1.018105	1.037881
53.58	1.021047	1.034825	0.986329	1.028857	1.055225	1.014548	1.039108	1.043105	1.035938	0.974557	1.035482	1.05105	1.018235	1.026256	0.979589
53.59	1.027982	1.027423	1.016572	1.022131	1.068572	1.017668	1.041471	1.040835	1.0013865	0.978566	1.028167	1.0089059	1.043912	1.058989	1.018879
53.6	1.029292	1.0091964	0.9975632	1.050044	0.9980409	1.046179	1.0081203	1.047144	1.048068	1.04581	1.026277	1.06434	1.051271	1.080538	1.058302
53.61	1.020007	1.025272	1.00049802	1.011011	0.9954062	0.969296	1.0085162	1.096199	1.013842	1.010422	1.032232	0.954752	0.985145	0.9931777	0.9922116
53.62	1.03057	1.017264	0.989734	1.011164	0.971071	1.0096815	1.088926	1.10997	0.989218	1.035189	0.9929208	1.0031291	1.0041233	0.971282	1.016098
53.63	1.0077977	1.015548	1.015007	1.025566	0.983862	1.062099	0.938032	1.096593	0.935966	1.022546	1.021528	0.915115	1.0065289	1.13893	0.958649
53.64	1.048061	1.052872	0.9964521	1.019178	1.11368	1.050977	1.022182	1.067889	1.018707	1.061907	1.095962	1.024149	1.015327	1.090566	1.0010367
53.65	1.02783	1.032308	1.012639	1.015674	1.015599	1.024983	1.077384	1.081087	1.062795	1.023558	0.967687	1.058958	1.047561	1.15064	1.058464
53.66	1.011475	1.076116	0.977185	1.061059	1.036672	1.0043596	1.022255	1.071609	1.038245	1.09273	1.024463	1.03431	1.049988	1.079817	0.9947223
53.67	1.019366	1.033909	0.9984405	1.042959	1.0013065	1.018653	0.972382	0.9970696	1.026869	0.980382	1.050057	0.9920946	1.048514	1.037262	1.037538
53.68	1.0027731	1.031095	1.037624	1.025674	1.10144	1.028168	1.045386	0.981576	1.0053818	0.962217	0.9908397	1.057417	1.043536	1.056988	1.0029802
53.69	1.011418	1.033631	1.028729	1.042299	1.0077246	1.016446	1.018052	0.9971191	1.005133	1.0060545	1.043054	1.000010963	1.078895	1.04565	1.031253
53.7	1.01869	1.046386	0.965707	1.0054263	0.954496	1.014302	1.060335	1.0068143	1.025826	0.989036	1.059935	1.00174	0.9936325	1.054173	1.041276
53.71	1.025986	1.043407	1.027199	1.051162	1.011961	1.034669	1.04777	1.0032208	1.075209	0.972057	1.022409	1.015169	0.98475	1.089206	1.039274
53.72	1.027173	1.048956	1.0043174	1.046913	1.048511	1.035588	1.037932	1.065353	1.049898	1.059025	0.9944212	1.056159	1.05936	1.04957	1.088984
53.73	1.039839	1.037128	1.0052665	1.033374	0.980497	1.039793	1.018561	1.050051	1.019223	1.016142	1.050706	1.017314	1.015133	1.036542	1.027727
53.74	1.0085665	1.019555	1.008998	1.0060783	1.014849	1.044021	1.0034867	1.0084841	1.043801	1.046815	1.058497	1.033715	0.977479	0.986098	1.065059
53.75	1.042495	1.026215	0.9970189	1.06063	1.054657	1.018906	0.983694	1.045873	1.058389	0.979944	1.036261	1.042938	1.066494	1.028194	1.031289
53.76	1.024652	1.050862	1.0042881	1.0065614	1.084745	1.011269	1.028429	1.056844	1.030117	1.056701	0.979226	1.015786	0.98179	0.9961972	1.041313
53.77	1.034519	1.047778	0.9989304	1.064027	1.040533	0.956457	1.048927	1.036475	1.047153	1.03298	1.022622	1.0049365	1.038688	1.021311	1.030138
53.78	1.05403	1.061452	0.9928854	1.042126	1.048271	1.062304	1.071025	0.968409	0.9908413	0.95357	0.969213	0.949097	1.055874	0.980052	1.036486
53.79	1.0556	1.051503	1.02348	1.075348	1.039707	1.018548	1.061429	1.038866	1.0024121	1.030433	1.026255	1.044906	1.012198	1.085306	1.0083772
53.8	1.040423	1.074214	1.015178	1.079362	1.017929	1.026595	1.009775	1.08071	1.0096274	1.030167	1.1154	1.02338	1.014696	1.06153	1.093532
53.81	1.1324	1.15515	1.10039	1.28686	1.12766	1.5581	1.43876	0.988981	1.13545	1.025363	0.9911273	1.0055719	1.10721	1.10401	1.14415
53.82	1.15167	1.13992	1.16953	1.28675	1.076899	1.40366	1.37357	0.954245	1.133	1.041275	1.068319	1.023525	1.187	1.13608	1.10267
53.83	1.14992	1.11161	1.14192	1.1924	1.10902	1.39604	1.31603	1.025151	1.079899	1.044499	1.0066879	1.11197	1.27424	1.13544	1.11378
53.84	1.11877	1.11018	1.14818	1.15249	1.18552	1.17809	1.20932	0.964473	1.23251	0.984574	1.024829	1.027996	1.18807	1.088713	1.065042
53.85	1.15433	1.18109	1.3568	1.24797	1.77861	1.47254	1.50201	0.9931976	1.29033	1.037054	1.0096127	1.04019	1.20972	1.20049	1.072623
53.86	1.16817	1.18355	1.3536	1.20998	1.59497	1.47566	1.42513	1.019255	1.2487	1.0042876	1.03948	1.037043	1.19659	1.15461	1.11036
53.87	1.15239	1.17758	1.2808	1.23019	2.1098	1.37241	1.50538	1.040557	1.17674	1.01394	0.960485	1.064553	1.14596	1.25878	1.087951
53.88	1.12775	1.22986	1.32398	1.22849	2.1347	1.35885	1.46183	1.055379	1.16577	1.025051	1.52176	1.030738	1.065955	1.20327	1.077466
53.89	1.16995	1.25972	1.31421	1.28658	1.86082	2.1199	1.45618	1.043571	1.16183	0.987843	1.50258	1.049554	1.092948	1.22693	1.15063
53.9	1.20479	1.29844	1.40491	1.28338	1.61165	1.92766	1.27476	1.031623	1.13942	1.054546	1.31194	1.14288	1.14992	1.18557	1.090825
53.91	1.27689	1.35143	1.42184	1.27562	1.46637	2.1764	1.33084	1.044275	1.24963	1.68896	1.50358	1.11691	1.19824	1.14563	1.082025
53.92	1.3889	1.57204	1.45692	1.35197	1.42551	2.1349	1.48053	1.17448	1.49568	2.1862	1.71398	1.076064	1.17747	1.42375	1.053089
53.93	1.40017	1.46677	1.48484	1.31656	1.4728	2.1386	1.35892	1.079409	1.41454	2.3033	2.1551	1.046655	1.25198	1.41761	1.05621
53.94	1.41166	1.38496	1.49863	1.28577	1.40709	2.2188	1.26949	1.10054	1.27692	2.2617	2.2763	1.069069	1.18683	1.3264	1.10495
53.95	1.44986	1.43284	1.65428	1.36515	1.40215	2.0493	1.5477	1.072333	1.46692	2.1961	1.92653	1.052731	1.28658	1.39537	1.15647
53.96	1.56579	1.42189	1.72364	1.36608	1.9066	2.2352	1.45437	1.14467	1.39124	2.1628	2.1636	1.096563	1.38221	1.29949	1.1567
53.97	1.5608	1.42042	1.72276	1.34384	1.88506	2.1671	1.46985	1.13848	1.42121	2.1499	1.86491	1.07389	1.35896	1.27993	1.18141
53.98	1.52268	1.44085	1.71883	1.34819	1.91339	1.87151	1.47223	1.079637	1.3719	1.97773	1.57852	1.087351	1.27601	1.28715	1.11542
53.99	1.47318	1.3419	1.71636	1.28937	1.69135	2.0047	1.38084	1.10714	1.3658	1.95309	1.47905	1.064388	1.40219	1.22079	1.23136
54	1.391	1.3022	1.69602	1.24533	1.56233	1.91592	1.36182	1.048092	1.25227	1.73389	1.93937	1.11549	1.30219	1.16349	1.143
54.01	1.3802	1.24659	1.69209	1.29576	1.48111	1.6313	1.35484	1.019172	1.19448	1.96041	1.71125	1.13268	1.2235	1.22638	1.13601
54.02	1.40011	1.25929	1.68079	1.30182	1.47363	1.66742	1.21366	1.021954	1.14071	1.86545	1.83568	1.077255	1.22702	1.11108	1.25756
54.03	1.34016	1.21718	1.71883	1.29489	1.47306	1.5664	1.23258	1.031704	1.13651	2.1482	1.83473	1.11451	1.24312	1.24119	1.097123
54.04	1.32065	1.15705	1.69845	1.26928	1.48942	1.8153	1.18036	1.099508	1.14996	2.0786	1.72049	1.13079	1.22776	1.2078	1.15153
54.05	1.27783	1.16554	1.65539	1.21826	1.50163	1.68888	1.19404	1.18321	1.11674	1.90817	1.77055	1.016468	1.21716	1.22682	1.12222
54.06	1.25688	1.15807	1.60295	1.17357	1.43112	1.80395	1.2382	1.15411	1.089303	1.66741	1.4994	1.052781	1.21234	1.16302	1.10003
54.07	1.24983	1.14729	1.5204	1.15817	1.40878	1.8972	1.2101	1.064999	1.17665	1.55118	1.47486	1.064886	1.19285	1.18205	1.10489
54.08	1.2138	1.1859	1.45573	1.15847	1.28346	1.63114	1.14263	1.029555	1.13474	1.68888	1.41469	1.14649	1.20619	1.1554	1.041103
54.09	1.21221	1.11845	1.38671	1.10923	1.21631	1.64097	1.11183	1.099305	1.10331	1.84692	1.56023	1.18524	1.2074	1.19619	1.048967
54.1	1.18657	1.099272	1.34418	1.14048	1.20626	1.42367	1.14646	1.056902	1.038081	1.74744	1.44143	1.085914	1.2038	1.084583	1.13096
54.11	1.16446	1.082182	1.40182	1.10171	1.20444	1.36729	1.079701	1.071056	1.062257	1.79846	1.43275	1.051752	1.14244	1.035718	1.060481
54.12	1.1408	1.12349	1.31024	1.087394	1.28841	1.37462	1.10745	1.10287	1.05615	1.65291	1.29999	1.014639	1.049061	1.082367	1.07649
54.13	1.13541	1.11425	1.31253	1.12852	1.22727	1.63459	1.11742	1.086518	1.1147	1.86978	1.71843	1.042317	1.166	1.18948	1.099239
54.14	1.1435	1.089707	1.27024	1.13165	1.18783	1.4499	1.17186	1.05086	1.10187	1.6491	1.69918	1.042069	1.14239	1.20117	1.080427
54.15	1.12229	1.11578	1.28663	1.1009	1.24996	1.55062	1.1715	1.044563	1.028783	1.53726	1.61997	1.041657	1.10592	1.09874	1.071981
54.16	1.11729	1.10713	1.2	1.072955	1.17422	1.41391	1.14265	1.062174	1.070609	1.43945	1.49923	1.098438	1.13719	1.15722	1.10086
54.17	1.10524	1.10549	1.25304	1.10892	1.23689	1.27702	1.17151	0.987182	1.037075	1.34643	1.62499	1.072967	1.10396	1.1398	1.091809
54.18	1.12791	1.10716	1.20617	1.10094	1.21516	1.19498	1.14773	1.073063	1.058176	1.27202	1.4639	1.053784	1.17277	1.16169	1.066298
54.19	1.11534	1.09263	1.21339	1.091284	1.36454	1.25252	1.12998	1.023522	1.11136	1.23669	1.37059	1.10846	1.12512	1.14911	1.0084104
54.2	1.095266	1.10567	1.1788	1.059374	1.33924	1.1651	1.13919	1.051789	1.014279	1.21467	1.32462	1.029246	1.11498	1.0638	1.025722
54.21	1.10802	1.077928	1.18477	1.093572	1.33976	1.48906	1.13477	0.979014	1.074065	1.22403	1.30876	1.30954	1.099415	1.13818	1.0043377
54.22	1.11304	1.052036	1.14909	1.042859	1.29086	1.35002	1.11995	1.028677	1.096217	1.15119	1.24772	1.17729	1.051941	1.070625	1.096522
54.23	1.076252	1.076078	1.15411	1.08501	1.27988	1.31202	1.1278	1.059468	1.094617	1.6766	1.17564	1.041862	1.11862	1.091303	1.095558
54.24	1.05967	1.069369	1.18021	1.087325	1.1546	1.52176	1.079064	0.982562	1.029752	1.58293	1.56041	1.13161	1.088779	1.07772	1.074619
54.25	1.087409	1.09361	1.14764	1.064566	1.25943	1.52815	1.047812	1.045103	1.087926	1.50629	1.75719	1.087006	1.11915	1.071817	1.054761
54.26	1.1016	1.075171	1.15704	1.11782	1.24675	1.33305	1.089278	1.011016	1.046695	1.30919	1.56899	1.039853	1.064198	1.1181	1.063244
54.27	1.12903	1.06016	1.24198	1.096161	1.10758	1.16751	1.085379	1.30803	1.13034	1.32865	1.41298	1.08558	1.11109	1.06671	1.10861
54.28	1.098738	1.038344	1.16096	1.083595	1.21826	1.24063	1.10823	1.28058	1.051546	1.25837	1.31689	1.036223	1.10306	1.012959	1.030426
54.29	1.064436	1.054004	1.15061	1.081941	1.19996	1.14666	1.006971	1.14962	1.12253	1.19149	1.23985	1.032127	1.071862	1.044682	1.028546
54.3	1.07293	1.046234	1.10117	1.10594	1.12752	1.16276	1.090432	1.14662	1.033767	1.2259	1.17075	1.051842	1.048444	1.093894	1.087063
54.31	1.10324	1.070648	1.12481	1.074793	1.016648	1.15026	1.13192	1.14972	1.049426	1.18503	1.18905	1.043478	1.025792	1.1206	1.0949
54.32	1.10239	1.099579	1.14274	1.11215	1.19809	1.066898	1.083092	1.10347	1.017332	1.123	1.19092	1.0083328	1.061992	1.073298	1.063964
54.33	1.086743	1.092435	1.14311	1.07088	1.11028	1.12508	1.12699	1.078356	1.056212	1.59918	1.10503	0.9943867	1.020641	0.961049	0.941634
54.34	1.095261	1.076553	1.11741	1.082754	1.17598	1.16394	1.023184	1.083765	1.056876	1.51194	1.038997	0.964991	1.038993	1.049861	1.050048
54.35	1.093453	1.048041	1.11041	1.068958	1.086079	1.43212	1.069029	1.079537	1.055312	1.42969	1.051876	1.061347	1.064205	1.037316	0.984734
54.36	1.081132	1.095629	1.1538	1.031958	1.16371	1.26865	1.080762	1.095336	1.04957	1.32003	1.11028	1.037446	1.053635	1.04842	1.0017452
54.37	1.030214	1.062152	1.073031	1.050331	1.15641	1.35567	1.031513	1.042644	1.037577	1.32858	1.16499	1.046811	1.04421	1.053164	1.011304
54.38	1.053855	1.084276	1.10079	1.037982	1.092912	1.43572	1.061143	1.067223	1.03695	1.25068	1.023036	0.992263	1.0522	1.023517	1.0038139
54.39	1.081648	1.057312	1.11308	1.053495	1.086581	1.34339	1.083051	1.079549	0.977154	1.21316	1.086965	0.9969653	1.044036	1.024041	1.060765
54.4	1.052768	1.071172	1.10081	1.053191	1.097637	1.69559	1.090593	1.079227	1.0061955	1.16895	1.046622	1.077947	1.026824	1.12924	1.067141
54.41	1.066237	1.097086	1.068487	1.10103	1.15484	1.82473	1.053124	1.052045	1.090926	1.099227	0.973714	1.1813	1.013617	1.065994	1.053008
54.42	1.090153	1.060249	1.074562	1.069158	1.14115	1.54378	1.10989	1.00049391	1.026859	1.21626	1.042092	1.070674	0.985798	1.016524	1.072625
54.43	1.12562	1.059365	1.10538	1.12263	1.14119	1.41155	1.045483	1.0621	1.00034839	1.058097	1.062414	1.071235	1.055189	1.094665	1.049929
54.44	1.063924	1.063919	1.072075	1.089284	1.1301	1.22089	1.095959	1.05453	1.017365	1.067815	1.087182	1.042993	1.062962	1.072058	0.9931991
54.45	1.060318	1.10112	1.08378	1.098542	1.16183	1.50546	1.058037	1.011352	1.038471	1.06391	1.013792	1.030098	1.041871	1.05149	1.013364
54.46	1.077232	1.10265	1.061883	1.086748	1.12638	1.40161	1.054429	1.04854	1.026829	1.06301	0.9965737	1.031363	1.066242	1.042761	1.040001
54.47	1.068737	1.058116	1.041876	1.058859	1.10807	1.32478	1.062676	0.9978113	0.9968248	1.055357	0.9986579	1.016119	1.032364	1.03893	1.035871
54.48	1.076323	1.063102	1.068716	1.062513	1.19371	1.22451	1.076668	0.965181	0.975399	1.0060706	1.11992	1.0070746	1.045738	1.066516	1.050192
54.49	1.084358	1.061533	1.06807	1.097775	1.11662	1.16215	1.097507	1.03964	1.057107	1.10338	1.039192	1.010954	1.10734	1.034534	1.026019
54.5	1.060764	1.080093	1.047473	1.03484	1.10722	1.52106	1.024707	0.9954413	1.028195	1.10661	1.045981	1.085902	1.056478	1.071397	0.986282
54.51	1.047491	1.03347	1.038083	1.069704	1.12768	1.38314	1.056398	0.99928592	1.038669	1.028091	0.939021	1.014901	1.01214	1.029944	0.954623
54.52	1.045969	1.072244	1.067362	1.074528	1.16484	1.31948	1.053639	1.028262	1.054725	1.010954	0.983212	1.011474	1.029989	1.053161	0.989436
54.53	1.072184	1.066987	1.070671	1.026545	1.15726	1.29912	1.061675	1.080184	1.026642	0.9967807	1.064515	1.015269	1.028997	1.07055	1.050097
54.54	1.018534	1.042462	1.062075	1.042899	1.08381	1.18376	1.059499	1.025818	1.048104	1.071676	0.969506	1.016831	1.038558	0.9984433	1.063098
54.55	1.060759	1.069914	1.055736	1.028847	1.21594	1.48102	1.046493	1.012535	1.084718	1.013035	1.046453	1.026176	1.098242	1.11968	1.008884
54.56	1.036025	1.052679	1.098311	1.061781	1.17097	1.74215	1.03786	0.9946104	1.045639	1.030997	1.010406	1.029861	1.06299	1.048639	0.9952768
54.57	1.037424	1.04539	1.072075	1.052724	1.15253	1.49191	1.020775	1.0011032	1.060334	1.047869	0.9932403	1.072856	1.14783	1.051069	1.055465
54.58	1.060255	1.049827	1.075746	1.050585	1.14332	1.38832	1.02662	1.0066053	1.033896	1.058479	1.019506	0.99929783	1.09118	1.070906	1.015291
54.59	1.056988	1.034173	1.080127	1.051936	1.092078	1.26918	1.13062	1.01775	0.9919665	1.11982	1.044422	1.033428	1.012284	1.058881	1.055158
54.6	1.021522	1.05756	1.033176	1.037008	1.06767	1.18218	1.076876	0.988445	1.081883	0.947611	1.047501	1.032904	1.067313	1.11503	1.0035382
54.61	1.062295	1.028813	1.052211	1.038459	1.049749	1.181	1.011367	1.0070636	1.064362	1.066042	1.10871	0.986096	1.068041	1.062799	1.011466
54.62	1.04814	1.07369	1.025833	1.025543	1.045846	1.37101	1.026947	1.05098	1.099143	1.027018	1.024695	1.020889	1.037299	1.27056	1.041729
54.63	1.026875	1.049055	1.048216	1.054912	1.11172	1.25886	1.020703	1.00016221	1.041028	1.065363	1.051823	1.055466	1.042981	1.20241	1.024595
54.64	1.023266	1.031608	1.025526	1.063541	1.087689	1.2145	1.072264	0.958492	0.984527	1.081366	1.039734	1.088014	1.039496	1.14425	1.013364
54.65	1.029019	1.06656	1.035523	1.013431	1.086173	1.21792	1.06182	1.087095	1.089572	1.04631	1.0069133	1.010449	1.0072463	1.12282	1.058633
54.66	1.060153	1.064036	1.041721	1.055836	1.035271	1.09378	1.020762	1.0066787	1.030851	1.084175	1.0074751	1.037688	1.040591	1.091529	1.050745
54.67	1.069044	1.08186	1.087439	1.041082	1.13285	1.08956	0.9975291	1.076254	1.12669	1.0029441	1.084115	1.042993	1.0029641	1.008198	1.014499
54.68	1.049101	1.089017	1.023335	1.047003	1.11198	1.082846	1.055951	1.030195	1.094413	1.037656	1.11893	1.050846	1.079481	1.10056	1.015755
54.69	1.049568	1.057983	1.047641	1.051052	1.081497	1.097877	0.949441	1.059454	1.064829	1.066595	0.9940761	1.041415	1.045193	1.047183	1.017044
54.7	1.05018	1.021514	1.097659	1.00098538	1.12361	1.1031	1.034798	1.011035	1.076938	0.97916	1.091786	1.18458	0.9988312	1.035492	0.966718
54.71	1.043413	1.04898	1.054338	1.038306	1.045985	1.012195	1.067854	1.06772	1.025064	0.985905	1.082221	1.10805	1.013612	1.0091994	1.052149
