Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10
117.22	1.027201	1.021689	1.034476	1.075322	1.0038603	1.031273	1.021923	1.040319	1.022776	1.0044125
117.23	1.046695	1.047269	1.043406	1.063589	1.038774	0.979269	0.972155	1.046038	1.1377	1.046989
117.24	1.039243	1.027981	0.983827	1.024493	1.02415	1.05071	1.021032	1.029745	1.041597	0.959825
117.25	1.034362	1.012817	0.969691	1.024088	1.037322	0.9955243	1.024552	0.989789	1.032469	1.053424
117.26	1.03666	1.04925	1.037605	1.03748	0.9976571	1.057365	1.03908	1.064605	1.050244	1.090813
117.27	1.028862	1.035911	0.99979829	1.04684	1.015409	1.053963	1.03793	1.054567	1.060457	1.022746
117.28	1.030184	1.021352	1.0024753	1.027804	1.043882	1.023283	1.039219	1.049082	1.043225	0.975881
117.29	1.044362	0.963965	1.024954	1.014671	1.024836	1.037076	1.0542	1.052787	1.06502	1.053367
117.3	1.029439	1.034705	1.067979	1.0040367	1.022232	1.046682	1.027471	0.9915159	1.061017	0.9929646
117.31	1.038136	1.063215	1.049269	1.055484	1.047998	1.06239	0.9915405	1.031234	1.092329	1.024798
117.32	1.052764	1.0076891	0.988586	1.010277	1.032641	0.9973353	0.9965986	0.9954323	1.024512	0.982571
117.33	1.01438	1.02421	1.03707	1.014105	1.03195	1.068804	1.037962	1.057623	1.016604	1.024949
117.34	1.024804	0.988383	1.061164	1.016734	1.0094621	1.034322	1.014741	1.018041	1.031122	1.02956
117.35	1.02619	1.013048	0.981327	1.046294	1.011887	1.038711	1.063017	1.012727	1.027698	1.016585
117.36	1.058322	1.021792	1.046541	1.060677	1.040912	1.078304	1.029234	1.031405	1.034946	1.069456
117.37	1.041544	1.028408	1.055167	1.048587	1.067119	1.045732	1.026969	1.07299	1.0094119	0.977703
117.38	1.030116	1.018412	1.026455	1.020588	1.040843	1.010683	1.040098	1.065438	1.066518	1.060818
117.39	1.029909	1.013599	1.0032152	1.045568	0.978889	1.037295	0.980955	1.022639	1.033306	1.0039907
117.4	1.0049548	1.017201	1.054845	1.018944	1.046891	1.061151	1.029098	1.05608	1.052063	1.016696
117.41	1.016528	1.039308	1.06418	1.018379	1.058366	1.029195	0.979424	1.053342	1.069293	0.982834
117.42	1.0093018	1.03992	1.014621	1.047676	1.045995	0.9923297	0.969087	1.023323	1.027219	1.056032
117.43	1.012384	1.031475	1.03716	1.054175	1.048538	1.042028	1.083604	1.083063	0.9926058	1.10072
117.44	1.029714	1.0013255	1.018929	1.0084217	1.0514	1.027192	1.028251	1.054153	1.094725	0.970009
117.45	1.02162	1.02661	1.070817	1.028764	1.023023	1.033311	1.022806	1.086857	1.10114	1.11627
117.46	1.02923	1.047416	1.061814	1.074985	1.051492	1.033296	1.072145	1.018703	1.047554	1.050047
117.47	1.028301	1.036745	1.029473	1.019672	1.0092854	1.073174	1.0064277	1.077445	1.082485	1.061055
117.48	1.044622	1.0087444	1.044244	1.084053	1.057934	1.037377	1.080965	1.078404	1.072712	1.022771
117.49	1.048388	1.034962	1.03314	1.015365	1.035602	1.089021	1.054677	0.98145	1.024515	1.022979
117.5	1.044345	0.9971216	1.054803	1.062732	0.9971136	1.048412	1.011333	1.031763	1.04781	1.039187
117.51	1.016181	1.023416	1.029652	1.034496	1.020501	1.057415	1.014871	1.023003	1.028801	1.081261
117.52	1.01255	1.057495	0.988705	1.048749	1.065854	1.041389	0.988894	1.10288	1.045303	1.0094655
117.53	1.066898	1.0082101	1.03963	1.048524	1.033326	1.079478	1.034591	1.024895	1.056425	1.015706
117.54	1.024306	1.03087	0.987277	1.022722	1.0050527	1.081787	1.029468	1.027625	1.015304	0.921837
117.55	1.051637	1.013936	1.049554	1.046051	1.041562	1.041476	1.0026406	1.041987	1.01078	1.024315
117.56	1.056485	1.0056381	1.00034812	1.0012914	1.012037	1.061309	1.074451	1.052111	1.066244	1.058014
117.57	0.98679	1.022003	1.020383	1.023778	1.059835	1.070496	1.0029372	1.016828	1.037614	1.019012
117.58	0.9920736	1.015306	1.026784	1.043212	1.0079005	1.022235	1.028835	1.078024	0.958034	0.981957
117.59	1.029984	1.027942	1.023685	1.045571	1.014096	1.04866	1.029566	1.015636	1.018937	1.067393
117.6	1.032753	1.015001	1.0067555	1.014385	1.043318	0.9928384	1.08418	1.087153	1.046204	1.040283
117.61	1.051126	1.0087591	1.033186	1.019431	1.059766	1.067149	1.055875	0.9925168	1.028432	1.04814
117.62	1.024898	1.039846	1.0464	1.052671	1.065054	1.0068442	1.0079933	1.05027	1.026084	1.02075
117.63	0.980792	1.012111	1.035664	1.052154	1.020276	1.028449	1.026722	1.035428	1.043627	1.071623
117.64	1.035358	1.044269	1.088398	1.020187	1.029455	1.076016	1.024667	1.042954	1.060581	1.019485
117.65	1.03011	1.023679	1.036517	1.056744	1.034117	1.061523	1.047418	1.043615	1.0432	0.985058
117.66	1.037601	1.022434	1.028833	1.012152	1.046723	1.045763	1.078456	1.061579	1.013036	1.079457
117.67	1.049568	1.051595	1.027947	1.041724	1.0098058	1.042391	0.987424	1.032063	1.10425	0.9904166
117.68	1.014835	1.034212	1.04359	1.018495	1.083163	1.042693	1.049128	1.042296	1.06121	1.031018
117.69	1.044197	1.001759	1.022105	1.027899	1.029169	1.030348	1.039347	1.039948	1.049439	1.09548
117.7	1.032137	1.033487	1.010951	1.026231	1.012574	1.049296	1.10402	1.093406	1.04389	1.071071
117.71	1.0091381	0.99935334	1.039679	1.029198	1.04886	1.010754	1.010114	1.017517	1.095496	1.057719
117.72	1.039695	1.0062006	1.075616	1.03663	1.019258	1.089051	1.033106	1.057907	0.9984258	1.004551
117.73	1.0275	1.017285	1.044498	1.039696	1.067814	1.070101	1.091725	1.037442	1.01264	1.031532
117.74	1.012067	1.041649	1.065748	1.021588	1.058925	1.058534	1.053728	1.079899	1.04196	1.043516
117.75	1.040428	1.025486	1.088057	1.039527	1.052329	1.0029309	1.084653	1.077866	1.0609	1.002045
117.76	1.015865	1.024516	1.032799	1.014972	1.057528	1.054685	0.9924357	1.063312	1.042517	1.042539
117.77	1.042025	1.036418	1.02998	1.11579	1.063234	1.003301	1.057673	1.079604	1.064142	1.11455
117.78	1.012596	1.00079458	0.9956452	1.048518	1.01151	1.077439	1.048605	1.0088624	1.0059381	1.05363
117.79	1.036404	1.011269	0.992289	1.042938	1.0082659	1.059331	1.015858	1.042883	1.040039	1.035783
117.8	1.036264	1.012884	1.04735	1.012638	1.046236	1.067409	1.02023	1.070217	1.037694	1.043354
117.81	1.046419	1.04494	1.058711	1.05911	1.042717	1.088494	1.083575	1.035827	1.060843	1.12246
117.82	1.048475	1.03329	1.033536	1.04585	1.01924	1.032208	0.9954904	1.070341	1.13961	1.070111
117.83	1.031822	1.012094	1.12318	1.027052	1.04353	1.028565	1.00157	0.997867	1.031466	0.972003
117.84	1.040412	1.031391	1.11426	1.049787	1.06001	1.0045934	1.045666	1.022133	1.052252	1.012227
117.85	1.057125	1.025097	1.086736	1.023991	1.070254	1.001359	1.042122	0.972964	1.031332	1.061642
117.86	1.051835	1.039002	1.04566	1.033699	1.032555	1.069109	1.029629	1.019857	1.095673	0.9972351
117.87	1.063434	1.0022852	1.079174	0.976361	1.032868	1.045823	1.081921	1.019241	1.049403	1.011927
117.88	1.069829	1.026135	1.074362	1.057528	1.04405	1.063917	1.072103	1.027628	1.053981	1.041701
117.89	1.033016	1.028527	1.085035	1.033962	1.022373	1.060527	1.11359	1.010759	1.068743	1.019639
117.9	1.032542	1.0039857	1.058204	1.092819	1.023552	1.041639	1.089542	1.081791	1.027094	1.020474
117.91	1.033334	1.0027106	1.030772	1.0062187	1.037955	1.015793	1.048928	1.097641	1.10649	1.093017
117.92	1.060309	1.049558	0.980643	1.019302	1.012205	1.044956	1.036529	1.021567	1.052607	1.018905
117.93	1.0411	1.037611	1.086315	1.059106	1.019791	1.047861	0.9957774	1.061054	0.9945001	0.9934344
117.94	1.015146	1.046177	1.019223	1.045765	1.051979	1.044619	1.014381	1.023222	0.986951	1.037753
117.95	1.029866	0.9988251	1.059177	1.042965	1.0026667	1.029547	0.971814	1.029377	1.042906	0.987373
117.96	1.031252	1.015603	1.011351	0.98178	1.021934	1.08893	0.9937488	1.0061605	1.014749	0.984068
117.97	1.053476	1.011663	1.032051	1.036776	1.018062	1.048141	0.9938851	1.021939	1.046535	1.011815
117.98	1.058761	1.038516	1.02516	1.045584	1.015397	1.045526	1.030955	1.020441	1.063121	1.10429
117.99	1.030502	0.9950139	1.062416	1.020289	1.019522	1.065474	1.025754	1.08017	1.003635	0.973194
118	1.034354	1.042074	1.044021	1.037042	1.028891	1.048974	1.036072	1.072389	1.096875	1.0047287
118.01	1.029689	1.034191	1.029552	1.040651	1.015336	1.04396	1.029818	1.08844	1.032836	1.065652
118.02	1.023064	0.965884	0.9911919	1.033061	1.0070922	1.027742	1.016917	0.965103	1.015979	1.0014418
118.03	1.030182	1.0017071	1.060515	1.026502	1.051038	1.075309	1.079395	1.067391	1.027733	1.023037
118.04	1.021715	1.019271	0.966981	0.9978719	1.030007	1.088276	1.05733	1.092205	1.052258	1.0096584
118.05	1.034091	1.031561	1.022981	1.02208	1.004469	1.054743	1.057774	1.022531	1.056103	1.0074977
118.06	1.044509	1.01792	1.0070547	1.034532	1.057371	1.04695	1.041617	1.023692	1.088092	0.944294
118.07	1.035954	1.040591	1.067545	1.031126	1.027168	1.028814	0.9965796	1.0010454	1.047675	1.032927
118.08	1.0086354	1.055647	1.056143	1.062646	1.038018	1.0016134	1.0025989	1.073697	1.032234	0.946006
118.09	1.015872	1.02877	1.054566	1.033123	1.015818	1.091261	1.040507	1.066085	1.065868	1.08915
118.1	1.053275	1.02793	1.015688	0.9982256	1.020402	1.10891	1.054657	1.088106	1.017545	1.028195
118.11	1.02983	1.0034218	1.011488	1.06068	1.067993	1.082464	1.017988	1.02751	0.9919581	1.044656
118.12	1.027023	1.045946	0.9983366	1.031514	1.005228	1.018532	1.054075	1.088495	1.00047042	1.034621
118.13	1.0073242	1.021815	1.043805	1.047288	1.040203	1.028827	1.002776	1.013567	1.098217	1.050325
118.14	1.025161	0.9968506	0.9989879	1.086167	1.041008	1.034583	1.021616	1.044979	1.014516	1.036608
118.15	1.02617	1.0079339	1.069162	1.033772	1.027697	1.088753	1.020617	0.9906799	1.060814	1.00056385
118.16	1.03227	1.048092	1.037836	1.00076151	1.064142	1.05725	1.054738	1.10359	1.049805	1.074667
118.17	1.014019	1.057819	1.0031561	0.964753	1.051646	1.063166	1.018372	1.0502	1.033564	1.076581
118.18	1.030872	1.061715	1.017926	1.0091755	1.038167	1.066616	1.048344	1.063854	0.969537	0.9979661
118.19	1.040576	1.017236	1.07149	1.040599	1.027579	1.0052316	1.0057356	1.028653	1.076703	1.084568
118.2	1.044461	1.0030384	1.0068996	1.019809	1.050476	0.988517	1.060364	1.068085	0.970376	1.1036
118.21	1.029941	0.9977941	1.053145	1.039287	0.99915267	1.067272	1.005147	1.044835	1.022215	0.932164
118.22	1.023796	1.0252	1.003236	1.023783	1.018464	1.052188	1.044151	1.088648	1.063317	0.964467
118.23	1.048427	1.056661	1.048454	1.053842	1.033595	1.04431	1.017013	1.043512	1.063192	1.09576
118.24	1.046926	1.050039	1.07135	0.9962766	1.0183	1.046528	1.024954	1.030714	1.013952	1.0018274
118.25	1.014912	0.990045	1.029103	1.033008	1.019234	1.07417	1.055529	1.040827	1.042384	1.04943
118.26	1.022504	1.032743	1.038671	1.028042	1.016361	1.026903	1.030233	1.041128	0.9949122	1.04636
118.27	1.022624	1.023793	1.035095	0.979442	1.0088371	1.0086082	1.017637	1.01128	0.987291	1.029894
118.28	1.027762	1.059549	1.017194	1.016132	1.026355	1.049129	1.046589	1.064928	1.016359	1.036037
118.29	1.047248	1.035125	1.035221	0.97534	1.02584	1.0066943	0.989421	1.058954	1.058938	1.027045
118.3	1.025014	1.011778	0.963242	1.024229	1.061615	0.9969839	1.027859	1.013284	1.033395	1.045086
118.31	1.022487	1.044173	1.04767	1.051236	1.011001	1.032514	1.066081	1.024945	1.044016	1.042786
118.32	1.025234	1.043062	1.034519	1.027415	1.019266	1.046343	0.985131	1.020737	0.9951635	1.0022216
118.33	1.018419	1.015671	1.078586	1.051064	1.04423	1.090866	1.082429	1.11224	1.026963	1.055697
118.34	1.036961	1.036282	1.017773	1.015242	1.015911	1.022829	0.990106	1.02795	1.072623	1.0059368
118.35	1.042772	1.029676	1.087123	1.0080725	1.071432	1.020354	0.98634	1.09887	1.085476	1.023489
118.36	1.028988	0.99938748	0.9908224	1.0073359	1.0057497	1.041615	1.038408	1.041377	0.983503	1.067091
118.37	1.028977	1.021371	1.036329	0.9908055	1.046236	1.050927	1.036407	1.079684	1.033085	1.032805
118.38	1.042514	1.049489	0.981514	1.016721	1.03136	1.047627	1.0412	1.016604	1.036689	1.066464
118.39	1.014621	1.023455	1.032993	1.0066471	1.035386	1.033669	1.0090441	1.034027	1.08183	1.02994
118.4	1.036171	1.030854	1.031048	1.042941	1.038035	1.027454	1.026528	1.040792	1.068776	1.037674
118.41	1.029437	0.9975078	1.019062	1.031863	1.026622	1.056249	1.0075856	1.085541	0.997481	1.01132
118.42	1.065249	1.055857	1.083169	1.07428	1.015632	1.064505	1.046437	1.059057	1.033593	1.059315
118.43	1.057542	1.019361	1.043053	1.022078	1.026453	1.048048	1.0046211	1.045255	0.9989653	1.048136
118.44	1.011651	1.049783	1.083159	1.032358	1.017129	1.072779	1.047193	1.044586	1.037593	1.028637
118.45	1.099249	1.075851	1.27297	1.030795	1.031092	1.11597	1.089199	1.074048	1.04596	1.11176
118.46	1.17084	1.12151	1.46639	1.046154	1.062066	1.297	1.10641	1.055595	1.010092	1.19281
118.47	1.1669	1.13172	1.45038	1.037085	1.099994	1.25015	1.15352	1.038793	1.048912	1.1701
118.48	1.11945	1.10906	1.29231	1.013703	1.049778	1.15012	1.11168	1.061389	1.048818	1.071685
118.49	1.12198	1.088825	1.3124	1.034543	1.012214	1.1507	1.081156	1.053573	1.07382	1.10579
118.5	1.10408	1.08057	1.21878	1.029608	1.056382	1.14196	1.099568	1.058842	1.080836	1.054475
118.51	1.0785	1.058252	1.21485	1.025026	1.043337	1.1308	1.089294	1.11637	1.04318	1.11495
118.52	1.18814	1.095958	1.17248	1.077163	1.032537	1.3614	1.1769	1.11424	1.17667	1.026445
118.53	1.16729	1.12349	1.16943	1.11517	1.044999	1.26577	1.1296	1.13338	1.23677	0.967932
118.54	1.12151	1.085357	1.13192	1.090451	1.15547	1.19569	1.096658	1.072237	1.17332	1.045189
118.55	1.090634	1.43809	1.11644	1.13817	1.13924	1.19598	1.16941	1.048657	1.33446	1.088422
118.56	1.1028	1.50842	1.083755	1.20173	1.093379	1.10567	1.065727	1.096346	1.35674	1.021982
118.57	1.095878	1.40456	1.01098	1.17371	1.08498	1.11067	1.12187	1.0044445	1.2827	1.057365
118.58	1.16438	1.40032	1.081737	1.15438	1.11885	1.201	1.082847	1.090767	1.22187	1.051925
118.59	1.14152	1.33152	1.13313	1.14905	1.088731	1.12913	1.1194	1.083477	1.21662	1.078189
118.6	1.13048	1.28158	1.067491	1.13659	1.057199	1.19706	1.11332	1.038418	1.17375	1.01105
118.61	1.18641	1.23199	1.31718	1.16799	1.16582	1.17579	1.16732	0.998497	1.20903	1.20716
118.62	1.18593	1.19499	1.28743	1.15152	1.12808	1.10589	1.26677	1.017023	1.20417	1.20187
118.63	1.15991	1.13672	1.25331	1.19424	1.16981	1.16567	1.16949	1.060263	1.16898	1.14348
118.64	1.1057	1.12795	1.23322	1.16463	1.23258	1.11879	1.1329	1.058056	1.38426	1.11665
118.65	1.10773	1.15611	1.12951	1.15394	1.26238	1.090447	1.096773	1.081668	1.31203	1.11963
118.66	1.093025	1.14805	1.16092	1.12413	1.24078	1.032931	1.11571	1.041511	1.24388	1.064332
118.67	1.10488	1.11966	1.11972	1.048555	1.24252	1.13342	1.099805	1.023589	1.21998	1.059669
118.68	1.10111	1.11969	1.093228	1.10977	1.17085	1.089228	1.089619	1.026735	1.18436	1.08749
118.69	1.088964	1.078016	1.13838	1.035909	1.15812	1.12909	1.10856	1.046184	1.10804	1.029975
118.7	1.081394	1.39039	1.12956	1.078377	1.14897	1.049502	1.15665	1.058917	1.091599	1.073711
118.71	1.078373	1.42927	1.10158	1.092235	1.15454	1.055942	1.087201	1.086538	1.12073	1.064259
118.72	1.095114	1.41703	1.092621	1.059127	1.097816	1.084774	1.082046	1.094813	1.14618	1.11354
118.73	1.099167	1.35768	1.0585	1.049019	1.078227	1.045499	1.049471	1.093493	1.058153	1.0051804
118.74	1.10455	1.2671	1.11465	1.069319	1.098548	1.14151	1.15621	1.11755	1.060682	1.11212
118.75	1.10343	1.20629	1.060602	1.11661	1.062051	1.10639	1.10507	1.061033	1.043905	1.1034
118.76	1.095574	1.15344	1.035445	1.087155	1.078349	1.021139	1.086287	1.075946	1.1024	1.090499
118.77	1.071215	1.14269	1.06091	1.086458	1.082621	1.084452	1.038945	1.057017	1.13627	1.066088
118.78	1.091376	1.093083	1.088832	1.088811	1.046653	1.0069994	1.097487	1.083074	1.055008	1.066376
118.79	1.037954	1.11878	1.044859	1.080761	1.058699	1.11712	1.069352	1.072036	1.072693	1.03661
118.8	1.056652	1.098651	1.022917	1.02614	1.075093	1.057816	1.058792	1.026362	1.084684	1.072943
118.81	1.012062	1.065584	1.081183	1.057942	1.031314	1.032669	1.083345	0.973351	1.016701	1.020237
118.82	1.066843	1.061966	1.047116	1.023314	1.031438	1.039955	1.037169	1.089574	1.083713	1.0064468
118.83	1.045011	1.088094	1.050171	1.066983	1.071746	1.070237	1.032408	1.018815	1.057445	1.013242
118.84	1.053758	1.089151	1.05758	1.065947	1.046157	1.036904	1.091684	1.031907	1.075795	1.024287
118.85	1.051194	1.053088	1.02463	1.088086	1.0056255	1.054913	1.050275	1.092975	1.013329	1.050828
118.86	1.04552	1.031719	1.044873	1.050375	1.066206	1.080088	1.041522	1.10359	1.032398	1.0073019
118.87	1.01171	1.074536	1.052416	1.034495	0.99924754	0.977816	1.069813	1.054986	1.031063	0.983391
118.88	1.053407	1.15231	1.040834	1.046985	1.052634	1.041706	1.043157	1.093733	1.065641	1.043183
118.89	1.054126	1.097278	1.0095701	1.03068	1.02338	1.051406	1.040936	1.038608	1.085265	1.043732
118.9	1.062969	1.089347	1.055583	1.052077	1.054625	1.041488	1.060478	1.03548	1.06948	1.089788
118.91	1.056957	1.078824	1.035088	0.9913977	1.04018	1.019838	1.044171	1.067931	1.051782	1.038172
118.92	1.08728	1.058627	1.054069	1.02216	1.073715	1.05653	1.025297	1.071244	1.066918	1.079388
118.93	1.049064	1.080215	1.074757	1.072684	1.053957	1.081695	1.058897	1.078895	1.095388	1.01459
118.94	1.012432	1.10508	1.12403	1.020422	1.049108	1.032224	1.047614	1.045884	1.021959	1.034208
118.95	1.029741	1.05912	1.10499	1.035121	1.058376	1.13367	1.054192	1.029908	1.10436	0.9989071
118.96	1.042339	1.074131	1.13345	1.045895	1.058559	1.10655	0.9914702	1.073839	1.055585	0.973864
118.97	1.046651	1.037822	1.049496	1.075497	1.086886	1.049927	1.017389	1.095253	1.018272	1.045238
118.98	1.044316	1.047309	1.064904	1.046088	1.059087	1.022474	1.046488	1.069125	1.026108	1.078316
118.99	1.074747	1.069805	1.062837	1.031915	1.012891	1.086746	1.036629	1.068394	1.062359	0.9971401
119	1.06035	1.033177	1.071839	1.038576	1.015971	1.036647	1.017303	1.021555	1.063611	0.970193
119.01	1.04676	1.011154	1.072813	1.029351	1.052067	1.067558	1.061566	1.10262	0.9931727	1.046529
119.02	1.057426	0.988614	0.980986	1.048064	1.072062	0.992932	1.059881	0.988451	1.0055402	1.029501
119.03	1.081599	1.025235	1.013813	1.044142	1.044327	1.054346	1.031109	1.011926	0.990344	0.969391
119.04	1.048688	1.024136	1.11143	1.023648	1.034989	1.071791	1.029967	1.089443	1.033384	1.076678
119.05	1.069404	1.050271	1.035769	1.059591	1.060765	1.097695	1.00585	1.026663	1.03035	1.068662
119.06	1.024947	1.090743	0.9967328	1.04396	1.073884	1.040914	1.05459	1.11038	1.00061574	1.0042302
119.07	1.07357	1.035402	1.024274	1.062521	1.085114	1.080764	1.048643	1.012439	1.06478	1.044932
119.08	1.047845	1.047861	1.060407	1.012781	1.046593	0.987267	0.987365	1.040115	1.095513	0.985023
119.09	1.087925	1.061527	1.04503	1.041094	1.021428	1.11142	1.033064	1.033944	1.054823	1.011963
119.1	1.052164	1.035001	1.055431	1.047862	1.033655	1.077905	1.066869	1.072666	1.017795	1.085735
119.11	1.019514	1.03264	1.061874	0.9973967	1.011685	1.024553	1.067931	1.0046906	1.053385	1.01767
119.12	1.051748	1.051086	1.060685	1.028098	1.041515	1.0048251	1.025489	1.012373	1.022694	1.06948
119.13	1.0088411	1.034778	1.0096896	1.032443	1.044826	1.020021	0.9949115	0.9981926	1.02844	0.99923562
119.14	1.036304	1.057417	1.019127	1.031983	1.030722	1.053734	1.066241	1.0057317	1.028407	1.025859
119.15	1.056838	1.037937	1.028902	0.9925457	1.047079	1.056189	1.069764	1.05629	1.030495	0.981309
119.16	1.014286	1.02869	1.051627	1.011124	1.035509	1.011713	1.011054	1.049655	1.02514	1.0065306
119.17	1.037191	1.046644	1.050849	1.046798	1.059669	1.044088	1.018277	1.01847	1.058262	1.069296
119.18	1.044346	1.038585	1.034055	1.031787	1.063047	1.099956	0.984787	1.030405	1.0063182	1.00098608
119.19	1.050791	0.992449	1.0035056	1.028941	1.045539	0.9924327	1.059031	1.0086772	1.064516	1.088777
119.2	1.069608	1.057749	1.038164	1.055677	1.028835	1.036418	1.074687	0.9918696	1.1023	1.054635
119.21	1.052677	1.018528	1.035845	1.016979	1.034622	1.012079	1.096429	1.069103	1.044166	1.066569
119.22	1.04441	1.031606	1.073196	1.080562	1.035284	0.955464	1.0235	1.024587	1.0017344	1.0099648
119.23	1.06813	1.049638	1.1547	1.066893	1.043436	1.062022	1.061038	1.078845	1.053299	1.015021
119.24	1.061717	1.033296	1.094154	0.99960493	1.010229	0.9976014	0.9931052	1.049869	1.0036189	1.017599
119.25	1.039899	1.040035	1.040112	1.018956	1.043429	1.043367	1.076741	1.059846	1.022657	1.013465
119.26	1.067881	1.044024	1.040928	1.03109	1.048329	1.028197	1.014363	1.038323	1.10768	1.013202
119.27	1.0246	1.01077	1.10834	1.037879	1.025763	1.019112	1.06148	0.97368	1.047143	1.011454
119.28	1.04931	0.9966894	1.059133	1.051275	1.051881	1.094155	1.013139	1.084541	1.024709	0.99941097
119.29	1.049785	1.05246	1.074449	1.029195	1.049655	1.070559	1.0056323	1.074266	0.979506	1.0031555
119.3	1.047161	1.036018	1.044631	1.041046	1.030956	1.096409	1.059998	1.019622	0.956797	1.082152
119.31	1.013983	1.017311	1.042661	1.047618	1.021121	1.054125	0.9973222	1.05769	0.986244	0.984049
119.32	1.074342	1.07461	1.041736	1.027913	1.077173	1.029874	1.032945	1.038618	1.038742	0.985333
119.33	1.058427	1.038084	1.048728	1.038285	1.033256	1.06372	1.059137	1.040135	1.044944	1.052398
119.34	1.064661	1.068462	1.042041	1.042539	1.087972	1.055261	1.058161	1.01689	1.047537	1.028285
119.35	1.021496	1.0037063	1.057014	1.0057472	1.038231	1.026395	1.0070444	1.09346	1.054951	1.097756
119.36	1.022285	1.06383	1.0050577	1.084628	1.051477	1.026274	1.043844	1.021685	0.989258	0.9901514
119.37	1.038949	1.010671	1.063291	1.0054765	1.026081	0.980169	1.045331	1.038748	1.084672	1.066379
119.38	1.032745	1.032316	1.094134	1.026963	1.044701	1.047566	0.9989364	1.045744	1.031884	1.046939
119.39	1.033206	1.0044883	1.030257	1.013114	1.071479	1.039261	1.072043	1.01368	0.9935678	1.020554
119.4	1.040072	1.025915	0.9923106	1.036295	1.061616	0.9959571	1.051153	1.058338	1.039161	1.072186
119.41	1.042148	1.053351	1.041072	1.0014206	1.070174	1.062974	1.068335	1.076943	1.061982	1.035596
119.42	1.01454	1.020711	1.05161	1.062907	1.012577	1.024488	1.066061	1.03395	1.011305	0.908976
119.43	1.030703	1.021731	1.018817	1.014853	1.040915	1.035235	1.044785	1.02207	1.051452	1.049799
119.44	1.013365	1.033962	1.06899	1.01739	1.026004	1.026472	1.016456	1.068751	1.04153	1.033678
119.45	1.056476	0.988769	1.065997	1.044958	1.034192	1.029743	0.941584	1.030415	1.044728	0.9924353
119.46	1.040848	1.035441	1.052918	1.046974	1.018187	1.016396	1.035156	0.9954171	1.0326	1.025314
119.47	1.017788	1.053784	1.067802	1.058486	1.084907	1.070663	1.080731	1.031634	1.015115	1.066377
119.48	1.04605	1.022164	1.02636	1.018798	1.00019915	1.028031	1.07825	1.063598	1.04049	1.011324
119.49	1.021766	1.026501	1.096318	1.043007	1.047122	1.069533	1.018292	1.032187	1.04276	1.03961
119.5	1.069187	0.984421	1.041536	1.021023	0.9952997	1.055476	1.079993	1.041232	0.970496	0.9988917
119.51	1.04604	1.064785	1.043594	1.0059223	1.047761	1.089799	1.031479	1.032876	1.017106	0.919842
119.52	1.050204	1.024151	1.082212	1.023379	1.035931	1.067016	1.042359	1.033562	1.035763	1.021837
119.53	1.030145	0.989439	1.026697	1.058175	1.062128	1.029037	0.986431	1.090651	1.090222	1.071298
119.54	1.027539	0.9977718	1.047717	1.064365	1.02189	1.0015304	1.022729	1.029188	1.084855	1.034563
119.55	1.00504	1.041507	1.050166	1.061587	1.025549	1.021375	0.986128	1.06666	1.022098	0.9957552
119.56	1.045704	1.055423	1.021833	1.023238	1.043915	1.0075753	1.048523	1.092174	1.05045	1.021021
119.57	1.031943	1.048034	1.054995	1.016711	1.031383	1.090129	0.987687	1.023671	1.027277	1.05623
119.58	1.018009	1.03417	1.027545	1.0219	1.075104	1.047662	1.09676	1.053541	1.079186	1.0084667
119.59	1.06601	1.018728	1.018321	1.024249	1.053337	1.062792	1.030368	1.052756	1.014038	1.085681
119.6	1.026565	1.047908	1.024649	1.10418	1.033519	1.10148	0.9927603	0.9918741	1.069279	1.067127
119.61	1.035726	1.069694	0.984745	1.014135	1.043789	1.0015463	1.03421	1.030299	1.12573	1.0067838
119.62	1.023467	1.021216	1.041694	1.0057878	1.042257	1.040135	1.038995	1.06521	1.054848	1.015638
119.63	1.029078	1.025922	1.051912	1.057711	0.989678	1.041432	1.027341	1.030205	1.057468	1.020908
119.64	1.044092	1.020659	1.10006	1.035812	1.016312	1.050939	1.045928	1.036472	1.037444	1.0047413
119.65	1.051859	1.061671	1.10278	1.077697	1.034119	1.0089846	1.044883	1.032666	1.04374	1.051935
119.66	1.032081	1.037318	1.042331	1.044266	0.9968983	1.026728	1.066033	1.079694	1.021302	1.051918
119.67	1.013611	1.053493	0.978826	1.0053079	0.985315	1.041106	1.01782	1.0015544	1.0091528	1.027085
119.68	1.043958	1.024272	0.99926097	1.036744	1.09354	1.072911	0.9906471	1.027657	1.018971	1.0016387
119.69	1.030999	1.032349	1.037685	1.023918	1.024025	1.081979	1.0010773	1.016265	1.012228	0.961484
119.7	1.032857	1.01119	1.077609	1.030914	1.073165	1.058535	1.024213	1.020036	1.05588	1.074741
119.71	1.055404	1.037827	0.99973566	1.020923	1.030564	0.977118	1.04041	1.030577	1.052545	1.017225
119.72	1.033245	1.0433	0.981883	1.011511	1.048998	1.035735	0.977792	1.032599	1.02943	1.032191
119.73	1.03372	1.00048522	1.076143	1.036763	1.045561	1.012189	1.056718	1.06592	1.082176	1.034526
119.74	1.039322	1.04078	1.0092565	1.075733	1.01832	1.051361	1.044662	0.9931215	1.018101	1.012593
119.75	1.044507	1.048666	1.044891	1.053934	1.077847	1.012578	1.021591	1.10392	1.030716	1.027406
