Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15	ROI16
53	1.0087745	1.019732	1.083115	1.051814	0.9901519	1.020895	1.071594	1.056818	1.037547	1.024059	1.086053	1.11659	1.092414	1.048021	1.028338	1.045263
53.01	1.023245	1.073374	1.063541	1.017434	0.9976431	1.088833	1.016428	1.047205	1.052408	1.022127	1.084849	1.086972	1.020419	1.03883	1.050598	1.081703
53.02	1.02985	1.046581	1.029321	1.041492	1.073962	1.0052766	1.10897	0.988218	1.024781	1.017089	1.072306	1.083587	0.980708	0.9954956	1.011084	1.060707
53.03	1.0045229	1.044211	1.033264	1.069364	0.97649	1.05267	1.016993	1.063083	1.030504	1.08119	0.972883	1.061266	1.054592	1.037568	1.074421	1.0096378
53.04	1.013386	1.040705	1.04656	1.089827	0.9983205	1.068367	0.973077	1.02515	1.082603	0.9934132	1.0041518	1.098383	0.976846	0.9951221	1.029226	1.15233
53.05	1.027622	1.027198	1.040947	1.052049	1.06261	1.090065	1.032229	1.031783	1.052468	1.053464	1.047302	1.051739	1.0076332	1.026888	1.028356	1.044559
53.06	1.01945	1.020176	1.035416	1.096046	0.988631	1.024075	1.049672	1.028177	1.0032515	1.051123	1.034321	0.983782	1.0096096	1.0025559	1.015787	0.978812
53.07	1.01321	1.037215	1.024329	1.023116	1.067109	1.032268	1.054449	1.092308	1.075225	1.061302	1.069367	1.032278	1.0739	1.043874	1.072588	1.055524
53.08	1.014057	1.039312	1.047791	1.013717	1.015825	1.039859	1.079904	1.033275	1.06453	1.047671	1.082541	1.088824	0.984552	1.063243	1.0099139	1.031364
53.09	1.02845	1.0132	1.082664	1.011221	1.0039532	1.013392	0.929073	1.054779	1.062872	1.055701	1.038888	1.058665	1.058527	1.04949	0.9941826	0.989389
53.1	1.02626	1.047673	1.080402	1.055906	1.025491	1.075319	1.029863	1.056009	1.057759	1.099344	1.049641	1.012883	0.999957237	1.03981	0.9901746	1.054355
53.11	1.042386	1.0087046	1.072192	1.0039208	1.031555	1.049944	1.090883	1.031781	1.034239	1.018653	1.072658	0.9973891	0.966797	1.037327	1.053892	1.11736
53.12	1.042575	1.02503	1.11134	1.006535	1.063592	1.040357	1.078899	1.118	1.015926	1.041929	1.015419	1.066574	1.056099	1.013554	1.0058322	1.015251
53.13	1.044789	1.019166	1.073303	1.024835	1.082353	1.09259	1.095355	1.067384	1.039869	1.039468	0.988854	1.089465	1.037376	1.054446	1.051571	1.021224
53.14	0.987715	1.054658	1.025063	0.97475	1.040607	1.055783	1.051959	1.051419	1.071139	1.06183	1.024688	1.12773	1.0034629	1.035944	1.023966	0.983945
53.15	1.057793	1.023312	1.082917	1.068018	1.065136	1.11845	0.9986703	1.062146	1.007308	1.045233	1.0065536	1.042902	1.061564	0.9961901	1.00003449	1.052873
53.16	1.079328	1.0015363	1.085941	1.079632	1.030146	1.040646	1.089019	1.039471	1.066857	1.054145	1.094457	1.047122	0.983816	1.0001098	1.00042585	1.031531
53.17	1.036679	1.020596	1.0049852	0.95196	1.044456	1.0041328	0.974886	0.972979	1.06368	0.98357	1.051269	1.11253	1.029288	1.087418	0.977564	1.026387
53.18	1.020736	1.051498	1.036175	1.027648	1.0665	1.069556	1.026633	1.04959	0.987676	1.06593	1.068687	1.10771	1.041705	1.052964	0.976484	0.962129
53.19	1.020289	1.032903	1.085016	1.0078999	1.10852	1.013975	0.9966745	1.065456	1.044286	1.0087952	1.0064722	1.082321	1.048457	1.026926	0.981113	1.035501
53.2	1.040401	1.043178	0.9976328	1.063168	0.986577	1.069109	1.065954	0.9919969	1.032451	1.047589	0.989652	1.025486	1.070954	1.01298	1.026005	1.056586
53.21	1.04287	0.9916123	1.046927	1.043694	1.053632	1.057266	1.031776	1.023953	1.038263	0.977434	1.033996	1.038863	1.0077313	1.0094214	0.985208	0.984841
53.22	1.068911	1.027101	0.986971	1.051591	1.010847	1.03235	0.9925715	1.069168	1.00050118	1.0034164	0.988785	1.053513	1.0738	1.018063	1.052473	0.99963165
53.23	1.049844	1.002816	1.068277	1.026312	1.054506	1.057143	1.058998	1.0094941	1.015593	1.063008	1.040643	1.09435	1.036537	1.10503	1.044851	0.978522
53.24	1.052706	1.023868	1.0034167	1.026147	1.047408	1.028707	1.062102	0.9955247	1.013702	1.011321	1.067665	0.976252	1.00061992	0.9946616	1.072196	0.980795
53.25	1.0061278	1.012076	1.063842	1.053578	1.045166	1.03732	1.031125	1.13388	1.06264	1.017387	1.091136	1.07403	1.075436	1.069286	1.040939	1.011067
53.26	1.043504	1.0076301	1.067733	0.9962447	1.074814	1.038211	1.02793	1.0176	1.028657	1.0094632	1.046285	1.075003	1.074147	1.039428	1.012482	1.047071
53.27	0.9978891	0.978514	1.003669	1.0094445	1.011655	1.017512	1.01341	1.036769	1.016875	1.042998	1.089111	0.991375	1.067911	1.024724	1.030734	1.019882
53.28	1.042261	1.018227	1.059381	0.9909661	0.989313	1.0082142	1.035545	1.057166	1.052837	1.055783	1.075441	1.056534	1.063686	1.032087	1.063478	1.026661
53.29	1.065598	1.041187	1.024874	1.0085763	1.057077	1.094755	1.078836	1.0054727	1.028546	1.031358	1.049812	1.040137	1.016202	1.016549	1.039965	0.9928164
53.3	1.035235	1.017914	1.098803	1.076938	1.0031033	1.04078	1.015223	1.046581	1.03286	0.9900024	1.074186	1.074432	0.99912999	1.014523	1.068562	1.026599
53.31	0.9967377	1.030359	1.061616	0.9942786	1.056239	1.0067623	1.0010365	1.040695	1.10577	1.0071358	1.044575	1.038099	1.057987	1.026369	1.0093907	1.0086123
53.32	0.9982434	1.0068677	1.038622	1.086694	1.045284	1.032727	1.064708	1.033356	1.10072	1.014742	0.9998794	1.076221	1.036651	1.096629	1.020037	1.029096
53.33	1.03744	0.98783	1.045052	1.070656	1.046257	1.084247	1.027405	1.030295	1.049602	1.03876	1.048122	1.046546	1.10881	0.966808	1.028262	0.977252
53.34	1.056391	1.019566	1.049172	1.0137	1.064035	0.9952658	1.052269	1.063765	1.013396	1.023366	1.034665	1.031398	1.051868	1.044675	0.9960821	1.067219
53.35	1.010604	1.034491	1.03648	1.017151	1.013498	1.029322	1.056005	1.063225	1.029469	1.05554	1.0083228	1.020337	1.027951	1.073338	1.044588	1.1012
53.36	1.01533	1.019879	1.025087	1.023466	1.11893	1.064731	1.037411	1.041433	1.027054	1.0038636	1.01028	1.11304	1.052593	1.035637	1.0073768	1.043684
53.37	1.023744	1.058836	1.034388	1.076411	1.010759	1.074174	1.018392	0.962423	0.9990384	1.062261	1.04085	1.013706	1.086435	1.059595	1.0049884	1.017481
53.38	1.0097367	1.0037107	1.045836	1.01832	1.024159	1.013679	1.092135	1.05276	1.0033142	1.024371	1.044916	1.036223	1.054496	1.00056409	1.02862	1.12068
53.39	0.986006	0.982886	1.024535	1.012267	1.024077	1.016026	1.03595	1.078916	1.0071211	0.986249	1.035841	1.10815	1.047331	1.037661	1.013911	1.047083
53.4	1.037699	1.021435	1.024809	1.00021331	1.032027	1.024779	1.044279	1.099622	1.042824	1.055243	0.997203	0.987411	1.036697	0.978406	1.014722	1.078085
53.41	1.048503	1.014176	1.0090382	1.020055	0.9914745	1.033623	1.060964	1.064244	1.046358	1.03461	1.080158	1.038158	1.049624	1.022658	1.031715	1.14659
53.42	1.049942	1.017564	1.034001	1.053061	1.020786	0.984392	1.015102	1.067702	1.062265	1.074736	1.0050778	1.072947	1.024426	1.047441	1.075596	1.07987
53.43	0.981667	1.001975	1.046752	0.978315	1.022941	1.094356	1.028335	1.1335	1.10223	1.02221	1.064707	1.038413	1.010724	1.013497	1.017271	1.051753
53.44	1.03089	1.020567	1.047416	1.06263	1.041296	0.979405	0.971776	1.060681	1.019409	1.070619	1.081244	1.0097365	1.017982	1.049892	1.059607	0.977005
53.45	1.018231	1.004221	1.018931	1.016963	1.071396	1.024972	1.05458	1.078622	1.031723	1.021244	1.062378	1.013636	1.033282	1.066735	0.949017	1.07967
53.46	1.060931	1.025585	1.021422	1.047792	1.019745	1.063639	1.068233	0.982304	1.043174	1.094533	1.12487	1.023235	1.061527	1.11415	0.983988	1.04863
53.47	0.986043	1.042449	1.019729	1.051898	1.02124	1.05233	1.0097778	1.067231	1.037218	1.00032993	1.047753	1.037056	1.038376	1.05431	1.056354	1.050284
53.48	1.026509	1.034759	1.096408	1.041681	1.092448	1.0089167	0.992283	1.033299	0.989985	1.046562	0.970894	1.098945	1.014143	1.029542	1.025446	1.075443
53.49	0.989625	0.973227	1.039033	0.9927274	1.051767	1.0050222	1.039818	1.054589	1.00075065	1.059785	1.0033965	1.070976	1.037136	1.061698	1.050263	1.032405
53.5	0.9931704	0.998891	1.014788	1.01906	1.050181	1.0053112	1.0076971	1.031917	0.99925665	1.12333	1.032987	1.11875	1.050141	1.013568	1.054039	1.010924
53.51	0.9940925	1.016219	1.042964	1.0055592	1.024238	1.060965	1.074154	1.041762	1.055502	1.125	1.048232	1.092295	1.065439	1.088222	1.097518	0.9985619
53.52	1.058897	1.042258	1.06351	1.047546	1.068239	1.03606	1.073937	1.055837	1.092288	1.013893	1.070601	1.072083	1.029335	1.048712	1.16373	1.05644
53.53	1.052826	0.9942491	1.096064	1.077153	1.047782	1.054632	1.070543	1.075671	1.062467	1.054851	1.064972	1.056799	1.056978	1.043462	1.017315	1.063131
53.54	1.057591	1.0002231	1.069604	1.032967	1.058981	1.018764	1.050914	1.033302	1.10655	1.034642	1.032848	1.04177	1.078375	1.023598	1.038659	0.9962688
53.55	1.007129	1.072945	1.10918	1.039477	1.023553	1.078733	1.072565	1.067892	0.9973987	1.053784	1.072374	1.10387	1.089682	1.10425	1.079633	1.077653
53.56	1.026253	1.021359	1.021714	1.034946	1.051095	1.065691	1.016893	1.043147	0.99966415	1.056886	0.9927894	1.099208	1.035011	1.020074	1.07314	1.042862
53.57	1.0033398	1.041011	0.988953	1.043614	1.050314	1.043937	1.047604	1.060542	1.016734	1.040996	1.0014596	1.10104	1.050703	1.017075	1.00064574	1.109
53.58	1.024754	1.030267	1.1031	1.006154	1.057949	1.065789	1.04094	1.075649	1.046695	1.072523	1.11512	1.09489	0.996339	1.01454	1.028232	0.972715
53.59	1.033827	1.019519	1.018733	0.985014	0.9907892	1.079475	1.00018594	1.086786	1.02845	1.051816	1.037632	1.085327	1.048233	1.049321	1.067909	1.082405
53.6	1.019217	1.018638	1.0027362	1.0089937	1.043229	1.047475	1.023566	1.0087632	1.037368	0.949605	1.011994	1.035746	0.9945634	0.988044	1.035676	1.037418
53.61	1.040556	1.043253	1.050114	1.07756	1.059436	1.067194	1.018806	1.12211	1.011414	1.030258	0.991427	1.088568	1.044503	0.9927396	1.02497	1.024593
53.62	1.036691	1.022761	1.031259	1.024891	1.013977	1.036051	1.10719	1.071482	1.053492	1.023876	1.033916	1.10187	1.061373	1.014207	1.017104	1.057856
53.63	1.018773	0.9987989	1.027626	1.027708	1.006249	1.041902	1.080813	1.078374	1.067174	1.039223	1.047123	1.11913	1.026619	1.015924	0.9981723	1.087291
53.64	1.025709	1.03754	1.078091	1.081528	1.023955	1.065129	1.0051447	1.009427	1.10995	1.090547	0.968384	1.050857	1.016216	1.062862	1.041046	1.075901
53.65	1.020418	1.038093	1.0041441	1.072719	1.028056	1.062122	1.038341	1.05669	0.9928074	1.031398	1.073517	1.019317	1.012642	1.032721	1.038228	1.049271
53.66	1.029814	1.0050064	1.022074	1.025371	1.0087468	1.042525	1.071112	1.068762	1.011191	1.0098599	0.9948597	1.087133	1.053271	0.9928356	0.9906622	0.9960274
53.67	1.035735	1.043101	1.025045	0.9941632	0.966141	1.091108	0.9940367	0.998626	1.088285	1.06914	1.0028552	1.011672	1.019834	1.020986	1.09139	1.054321
53.68	1.031618	1.0036851	0.994107	1.10306	1.051062	1.06691	1.020978	1.070763	1.043632	1.06336	1.060804	1.060067	1.034148	1.046376	1.05716	1.091927
53.69	1.023505	1.0032103	1.042813	1.053256	1.033623	1.056172	1.051188	1.051451	1.06184	1.020734	1.061305	1.0022526	1.062056	0.9976584	1.019202	0.9922318
53.7	1.022467	0.9934482	1.053402	1.051418	0.9903054	1.076359	1.02138	1.032671	1.0030044	1.090338	1.10348	1.0046294	1.017527	1.042547	1.003646	1.020798
53.71	1.0089166	1.026352	1.030412	1.023204	1.05028	1.069905	1.077172	0.984198	1.035386	0.9936196	1.004151	1.11502	1.0016072	0.978667	1.068124	0.99971932
53.72	1.028235	1.033481	1.049441	1.063282	0.9984421	0.99968024	0.9971993	1.067327	1.0031616	1.033682	1.021029	1.049792	1.027641	1.066671	1.045226	1.045703
53.73	1.028312	0.9910849	0.9960396	1.062114	1.039273	1.018316	1.02439	1.045426	0.9956888	1.070986	1.043955	1.052152	1.02729	0.963237	1.0079432	1.034521
53.74	1.0256	1.052215	0.9985114	1.084819	1.021914	1.071142	1.072828	1.0074088	1.085652	1.081141	1.074889	1.024003	1.057193	1.012751	1.078094	1.031957
53.75	1.0049398	0.9907129	1.098182	1.032795	0.954824	1.025008	1.012236	1.067618	0.988795	1.0089882	1.060945	1.032348	1.035392	1.013369	1.038885	1.046846
53.76	0.9977483	1.056523	1.032946	1.094096	1.036988	0.982596	1.035566	1.008042	1.028647	1.039609	0.984183	1.037205	1.09689	1.0551	1.024818	0.99984623
53.77	1.045667	1.029495	1.026342	1.12123	1.070318	1.043425	1.05643	1.078961	1.042367	1.024104	1.048258	1.0055718	1.00035857	1.021322	1.0041472	1.012445
53.78	1.01001	0.9946773	1.10854	1.017228	1.047991	1.073296	1.080872	0.987239	1.036622	1.036566	1.072561	1.090726	1.037061	1.010574	0.98091	1.039183
53.79	1.055305	1.017663	1.090885	1.070307	1.077808	1.032193	1.13238	1.10036	1.091985	1.053736	1.085224	1.075371	0.99966755	1.047956	1.027566	1.089884
53.8	1.035515	1.030383	1.081196	1.045362	0.988321	1.05799	1.019778	1.018033	1.059648	1.060261	1.066892	0.9980643	1.11698	1.042393	1.051039	1.10911
53.81	1.035531	1.03292	1.093433	1.03139	1.045757	1.0053737	1.046096	1.076734	1.060006	1.038756	1.079501	1.099029	1.030015	1.020502	1.041459	0.99960164
53.82	1.0080485	1.022479	1.023485	1.031235	1.033307	1.081756	1.0092478	1.029127	1.039441	1.074812	1.078191	1.12784	1.045387	0.9980705	1.050432	1.027491
53.83	1.028335	1.026845	1.025748	1.010172	1.020767	1.038652	1.027601	1.010719	1.057594	1.017023	1.013918	1.1065	1.007078	1.0053864	0.986201	0.98748
53.84	1.018403	1.032803	1.017075	1.059468	1.058648	1.066251	1.054877	1.01996	1.0052793	1.0083255	1.029547	1.047141	1.060682	1.013713	1.017808	1.059
53.85	1.036083	1.021166	1.052989	0.956353	1.0048191	1.03499	1.0097885	1.052832	1.026994	1.01281	1.083539	1.015728	1.0055842	1.005712	1.059925	0.9954101
53.86	1.026079	1.026428	1.022862	0.9955527	0.969433	1.050591	1.13606	1.0012278	1.061459	1.072029	1.065215	1.026177	1.045482	0.985486	1.026341	0.978589
53.87	1.058839	1.016976	0.978358	1.059563	1.04559	1.052013	1.024296	1.077977	1.075487	1.0096676	1.12227	1.086877	1.019022	1.016263	1.024306	1.022094
53.88	1.030499	1.0076094	1.037734	1.016011	1.040862	1.021502	1.053809	1.036501	1.016474	1.030502	1.022669	1.062616	1.033967	1.029617	1.058883	1.045683
53.89	1.013793	1.047287	1.063389	1.028549	1.028934	1.043124	1.037792	1.033948	1.024502	1.094222	1.049318	1.023678	1.0058117	1.018536	1.05914	1.063807
53.9	1.023361	1.057358	1.10626	1.075709	1.070769	1.066174	1.078347	1.10593	1.068753	0.976065	1.041321	1.077159	1.025598	1.024767	0.989852	1.10319
53.91	1.015161	1.0083167	1.063408	1.12502	1.058066	1.030871	1.11123	1.02216	1.012908	1.063081	0.984221	1.032099	1.0029314	1.0013115	1.067947	1.015192
53.92	1.050034	1.0098364	1.032744	1.067053	1.09345	1.061219	1.057461	1.033977	1.049555	1.036076	1.084775	1.094943	1.035211	1.039918	1.035252	1.04208
53.93	1.008708	1.0048492	1.10881	1.077009	1.058808	1.044458	1.020118	1.11439	1.10294	1.074269	1.011811	1.09637	1.072813	1.047778	1.026625	1.025051
53.94	1.056561	1.033842	1.035286	1.039025	1.033528	1.070471	1.044496	0.981483	1.035741	1.0011291	1.083118	1.017813	1.088219	1.030638	1.015399	1.0079942
53.95	1.056598	1.0047455	1.021184	0.9958246	1.066592	1.09787	1.029118	1.089689	1.068827	1.01839	0.974326	1.01068	0.99449	1.026829	0.968107	0.9957687
53.96	1.02902	1.024902	1.07049	1.039025	1.020081	1.048012	1.023567	1.082453	1.051654	1.018328	1.019996	1.087922	0.977827	0.959134	1.019953	1.0082672
53.97	1.014944	1.036805	1.11834	1.066797	1.068605	1.041706	1.03705	1.063473	1.0047678	1.011551	1.079383	1.11298	0.9937335	1.041693	1.030201	1.05459
53.98	1.035931	1.01807	1.066038	1.018606	0.9987835	1.051863	1.082938	1.017041	0.988954	1.044062	1.077166	1.039023	1.10932	1.038772	0.956058	1.040841
53.99	1.030834	1.029861	1.065701	1.018564	1.048508	1.041326	1.051616	1.083146	0.957394	0.986769	1.088874	1.0021205	1.056161	1.044609	1.041571	1.033175
54	0.988411	1.052793	1.031818	1.065731	1.041005	1.044905	1.00062202	1.083207	1.031174	1.029106	1.14903	1.010919	1.063038	0.9905608	1.06861	1.018153
54.01	1.008148	1.041628	1.069822	1.06106	1.0067104	1.02578	1.039996	1.016923	1.03324	1.088682	1.066674	1.042346	0.968612	0.970216	1.074364	1.11561
54.02	1.0033183	1.040687	1.055777	1.013173	1.074236	1.051391	1.0051554	1.022929	1.059001	1.022428	1.078146	1.060809	1.027723	1.03845	1.06871	1.045561
54.03	0.9968934	1.015159	1.087754	1.049521	1.031723	1.038701	1.050383	1.056682	1.071282	1.011271	0.959723	1.092481	1.096345	1.046937	0.99935347	0.984511
54.04	1.044942	1.024697	1.055202	1.012812	1.015604	1.068633	1.035674	1.022517	1.060939	1.045766	1.022873	1.061875	0.99938058	1.051301	1.0040621	0.975215
54.05	1.046042	1.029545	1.0073187	1.041414	1.022625	0.971095	1.05108	1.07042	1.085077	1.093169	1.11422	1.0074879	1.052351	1.036549	1.082276	1.050136
54.06	1.065247	1.017583	1.068264	1.058837	1.06595	1.050687	1.020303	1.066241	1.054925	0.987957	1.024449	1.020568	1.036579	1.029223	1.047884	1.063928
54.07	0.978198	1.04895	1.0058608	1.026259	1.028846	1.1117	1.031489	1.041402	1.069832	1.030182	1.031411	0.930015	1.047465	1.0016822	0.962412	0.984294
54.08	1.061992	1.049705	1.045525	1.089547	1.048077	1.080636	1.095179	1.11803	1.091808	1.054492	1.08869	1.058225	0.9994872	1.084436	1.032468	1.0022408
54.09	1.054197	1.024873	1.0038087	1.10777	1.02174	1.046394	0.9960724	1.087445	1.042976	1.015573	1.079327	1.091763	1.017589	1.035611	1.079244	1.025728
54.1	1.042269	1.031452	1.002738	1.044997	1.05322	1.045237	1.047241	1.0062562	1.07345	1.049026	1.022334	0.956913	1.0094313	1.039492	1.022202	0.982905
54.11	1.063041	1.018918	1.080723	1.0073749	1.0081107	1.013077	1.074326	1.062768	1.031901	1.091629	1.07818	1.13592	1.038839	1.031041	0.984631	1.061037
54.12	1.030942	1.031	1.019061	1.068449	0.9956929	1.081094	1.040982	1.070213	1.039647	1.067223	1.040617	1.064327	1.020268	1.088918	1.06365	0.9972428
54.13	1.018272	1.0062621	1.044814	1.050186	1.056264	1.10519	1.042779	1.0386	1.055672	1.052212	1.1212	1.0095939	1.069033	1.065421	1.012946	0.966748
54.14	1.032524	1.059782	1.01817	1.060078	1.028954	1.083457	1.15315	1.059996	1.034076	1.018381	0.9947276	1.093438	1.088219	1.057624	1.10615	1.034838
54.15	0.9928247	1.040423	1.084221	0.964198	0.9960656	1.04309	1.051877	1.036919	1.031375	0.9978403	1.026375	1.02751	1.052452	0.989043	1.07437	1.081602
54.16	1.044656	1.021182	1.015224	1.038617	1.03216	1.08678	1.066887	1.035184	1.067343	1.068157	1.11697	1.004882	1.0043458	1.045346	1.012341	1.070492
54.17	1.057919	1.042528	1.04347	1.040235	0.99944328	1.078444	1.074165	1.059556	1.09973	1.024094	0.965299	1.05738	0.9986424	1.029444	1.017571	1.0025833
54.18	1.001871	1.036949	1.037754	1.068216	1.055984	1.036595	1.096411	1.079355	1.066121	1.068326	1.033078	1.082445	1.085939	0.985318	1.057604	1.015443
54.19	1.033867	1.040143	1.054539	1.055973	1.021821	1.078624	0.983106	1.069567	1.042417	1.061682	0.9973904	1.059796	0.980643	1.058641	1.12223	1.043797
54.2	1.055836	1.030238	0.985193	1.042845	1.12148	1.06859	1.018855	1.0771	1.069812	1.092391	1.04861	1.12653	1.038138	1.080026	1.10938	1.061153
54.21	1.06314	1.031023	1.087711	1.035117	1.0063597	1.04504	1.074971	1.05221	1.028438	1.035108	1.034664	1.059245	0.976304	1.033366	1.015224	1.078458
54.22	1.01204	1.0023533	0.9957172	1.033109	1.067965	1.061449	0.97507	1.038133	1.021089	1.054094	1.068143	1.034983	1.032672	0.981954	1.046655	0.983209
54.23	1.0065426	1.026334	1.069717	1.091617	1.0059948	1.068865	1.052002	1.026017	1.011295	1.052764	1.076221	1.061878	0.9924174	0.978218	1.0091733	0.9923468
54.24	1.041896	1.040946	1.069606	1.071592	1.027316	1.064931	1.091523	1.036421	1.062628	1.044047	1.017271	1.056406	1.0614	1.044341	1.030554	1.042253
54.25	1.02037	1.03255	1.048981	1.0066203	1.025046	1.053203	1.02457	1.070517	0.975978	1.051079	0.9949136	1.068739	1.023477	1.03209	1.063163	1.044727
54.26	1.023748	0.998833	1.035002	1.047909	0.986907	1.08241	1.024931	1.062312	1.069054	1.04437	1.0016692	1.03961	1.0036497	0.9938645	0.975457	1.020461
54.27	1.015395	1.077598	1.031131	1.035228	1.0042886	1.0067084	0.9939617	1.064735	1.0037544	1.0038781	1.10194	1.021129	1.025875	1.022662	1.081335	1.073342
54.28	1.022437	1.04439	1.045723	1.045811	1.03532	1.056815	1.072533	1.065511	1.036085	1.031675	1.069394	1.050282	1.044729	1.019707	1.074323	1.036849
54.29	1.040115	1.007234	1.051666	1.058653	0.966696	0.99978382	1.037739	1.017018	1.038509	1.015283	1.10864	1.098276	1.04208	0.970554	1.0056703	1.11618
54.3	1.017471	1.040895	1.040854	1.01947	1.061297	1.067995	1.0042547	1.057402	1.056945	1.043931	1.050275	1.027357	1.05452	1.039939	1.14419	1.018226
54.31	1.038485	0.990292	0.980915	1.083278	1.011857	1.074745	1.011572	0.958742	1.020444	0.986629	0.975852	1.040592	1.022925	0.982551	1.045625	1.013741
54.32	0.9919215	1.046331	1.061528	1.042551	1.076158	1.075606	1.079069	1.081117	1.065453	1.026663	1.036977	1.037853	1.063994	1.029589	0.98223	0.963762
54.33	1.01409	1.052619	1.0045394	1.024844	1.03806	1.088816	1.036601	1.078777	1.020794	1.059015	1.049704	1.0113	1.011059	1.024221	1.064594	1.063491
54.34	1.014184	1.060824	1.069436	1.01345	1.05876	1.086474	1.025237	1.026198	1.029088	0.9958325	1.09795	1.050448	1.05015	0.968779	0.9954969	0.944775
54.35	1.06705	1.040808	1.094415	1.030043	1.055704	1.070412	1.11134	1.093468	1.076998	1.1112	1.051134	1.034402	1.014877	1.023636	1.11504	1.06795
54.36	1.027245	1.012979	1.072407	1.0050374	1.016079	1.059673	1.02394	1.047668	1.073327	0.994312	1.080015	1.057555	0.9916241	1.015789	1.013055	1.049368
54.37	1.016204	1.037856	1.028681	0.9959358	1.034099	1.043713	1.016525	1.071804	1.059793	1.10293	1.033138	1.038433	1.025975	0.980221	0.985252	1.072689
54.38	1.061025	1.020309	1.060006	1.23529	1.01957	1.1368	0.9912958	1.084892	1.042431	1.0075723	1.098676	1.015762	1.006003	1.032644	1.060305	1.07447
54.39	1.0060108	0.99961072	1.090089	1.22699	1.030609	1.11549	1.099773	1.052552	1.029741	1.084205	1.037838	1.085924	1.027791	1.029182	1.0073923	1.053861
54.4	1.065838	0.989136	1.067556	1.1157	1.023902	1.095087	1.048251	1.07866	1.020896	1.0049366	1.064192	1.017724	1.023741	0.966423	0.98395	1.038983
54.41	1.059605	1.07109	1.093532	1.11092	1.090266	1.098512	1.049001	1.06387	1.025915	1.084947	1.0322	1.055642	1.032064	1.05586	1.0087956	1.064825
54.42	1.039043	1.03649	1.0063581	1.12948	1.055465	1.086091	0.983941	1.041998	1.047287	1.012766	1.020627	1.052822	0.99974587	0.986118	1.010508	1.049511
54.43	1.05	1.056314	1.074696	1.077294	1.040741	1.021557	1.032792	1.028528	1.011733	0.974201	1.0799	0.961395	1.01117	1.028805	1.05515	1.0094303
54.44	1.039199	1.064206	1.037178	1.074311	1.065845	1.097341	1.044924	1.0021076	1.05467	1.036271	1.10529	1.042307	1.041784	0.9980738	1.072823	1.12113
54.45	1.06273	1.0032603	1.065204	1.068735	1.036143	1.062374	1.068956	1.066302	1.037365	1.047777	1.04751	1.053252	0.9949627	1.039745	1.050817	1.017186
54.46	1.054536	1.039963	1.048235	1.053469	1.047048	1.048192	1.045355	1.12473	1.037113	1.040721	1.034006	1.10773	0.981122	1.063961	1.057977	1.10997
54.47	1.041487	1.028093	1.041575	1.041368	1.044487	1.075724	1.085692	1.024069	1.041009	1.0010413	1.089896	1.080974	1.011291	1.0073949	1.022896	0.988498
54.48	1.01301	1.02322	1.081344	1.055774	1.015022	1.024814	1.060887	1.050196	1.021226	1.0291	1.095927	1.034001	0.968324	0.9918246	1.00015681	1.046105
54.49	1.0026798	1.050549	1.043395	1.068139	1.036045	1.062454	1.0723	1.076143	1.044551	1.058197	1.08042	1.055153	1.040133	1.054896	1.068227	1.049426
54.5	1.017179	1.035064	1.01408	1.018938	1.05878	1.081949	1.023922	1.035597	0.964821	0.9949585	0.9967413	0.968659	1.060717	1.034834	1.026838	0.955742
54.51	1.029107	1.05863	1.070889	1.035729	1.028931	1.036927	1.084955	1.039559	1.069816	1.015071	1.086688	1.075861	1.064767	1.054324	1.038626	1.18569
54.52	1.052508	1.054315	1.10885	1.041604	0.9897	1.062742	1.026586	0.979244	1.0047344	1.018599	1.064882	1.071846	1.033212	1.029007	1.015332	1.058961
54.53	1.033954	1.020112	1.075892	1.034501	1.0056083	1.029076	1.026974	1.098116	1.046699	1.070653	1.12976	1.037427	1.071496	1.0162	1.029179	1.033176
54.54	1.021374	1.036179	1.057454	1.028368	1.051783	1.058641	1.055995	1.065677	1.022126	1.027704	1.0002277	1.049822	1.044095	0.964827	0.975373	1.033508
54.55	0.9935123	1.037857	1.039466	1.072473	1.0093672	1.0095108	1.043701	1.11188	1.044542	1.0025121	1.062619	1.079235	1.027917	1.0087538	0.989284	1.11429
54.56	1.0082317	1.013086	1.04072	1.011624	1.068593	0.978117	1.007539	1.074529	0.9970311	1.019065	1.057648	1.046899	1.03306	1.024522	1.017061	1.071419
54.57	1.029256	1.055781	1.053098	1.043309	1.05603	1.079382	1.068416	1.0089088	1.015285	1.020902	1.023783	1.024136	1.015245	0.983049	1.033491	1.00021364
54.58	1.0062842	1.045702	1.041902	1.032559	1.019129	1.056912	1.033319	1.045014	1.028801	1.049914	1.017062	1.083061	1.06558	1.057037	0.977853	0.9915129
54.59	1.036659	1.036077	1.034541	1.058504	1.020878	0.983678	1.064166	1.034481	1.051663	1.032507	1.07203	1.075784	1.037203	0.99947762	1.059624	1.0022853
54.6	1.023889	1.036253	1.00073477	1.005101	1.053433	1.072931	1.062315	1.026038	1.015033	1.025895	1.038947	1.090926	1.027378	1.0057905	1.018005	1.038759
54.61	1.030092	1.018966	1.032815	1.060239	0.965915	1.07777	1.059531	1.053814	1.054398	1.039363	1.038613	1.11188	0.987008	0.959797	0.983577	1.020976
