Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6
52.26	1.0067491	1.022488	1.044098	1.035425	1.03761	0.9973555
52.27	1.022476	1.036331	1.036319	1.035547	1.039663	1.018019
52.28	1.0057042	1.0295	1.015928	1.037139	1.033052	1.022977
52.29	1.021273	1.041171	1.050639	1.04421	1.062717	1.052521
52.3	1.0028755	1.048033	1.058451	1.012482	1.042228	1.029992
52.31	1.01001	1.058687	1.036841	1.054954	1.023939	1.0008592
52.32	1.014492	1.030534	1.054204	1.028431	1.060451	0.9975768
52.33	1.0084784	1.05121	1.044299	1.05248	1.063776	1.067037
52.34	1.032154	1.052312	1.071059	1.07677	1.04712	1.025962
52.35	1.042215	1.045138	1.11519	1.067833	1.091327	1.020122
52.36	1.01738	1.04615	1.092141	1.043931	1.059039	1.09425
52.37	0.9923662	1.033589	1.050433	1.039297	1.067932	1.076573
52.38	1.033754	1.046199	1.054338	1.051121	1.061684	1.083344
52.39	1.004479	1.051059	1.047533	1.035851	1.021873	1.069693
52.4	1.0077293	1.021518	1.044063	1.0094811	1.071677	1.069915
52.41	1.031229	1.045269	1.031224	1.021329	1.028169	1.030529
52.42	1.005809	1.045406	1.068621	1.055363	1.036271	1.0278
52.43	1.017835	1.027094	1.040604	1.036442	1.058708	1.019627
52.44	0.98615	1.030006	1.052159	1.03869	1.017463	1.029948
52.45	1.0081208	1.03185	1.067916	1.027436	1.034289	1.037705
52.46	1.011592	1.088253	1.067702	1.035821	1.039944	1.03604
52.47	1.0033232	1.10749	1.016847	1.027315	0.9960747	1.036314
52.48	1.028399	1.087079	1.0548	1.047985	1.021144	1.060291
52.49	1.0091136	1.063559	1.059901	1.033867	1.06427	1.033632
52.5	1.07102	1.12628	1.027885	1.057319	1.057627	1.018925
52.51	1.10198	1.097151	1.04645	1.055224	1.063812	1.051433
52.52	1.18749	1.13401	1.028698	1.0614	1.14226	1.12692
52.53	1.25882	1.13898	1.037289	1.077695	1.10254	1.11596
52.54	1.34685	1.17829	1.090478	1.10388	1.075025	1.14737
52.55	1.4594	1.18268	1.055914	1.12062	1.14973	1.16922
52.56	1.54064	1.26159	1.18293	1.16086	1.15727	1.23756
52.57	1.66607	1.35485	1.33437	1.23234	1.35464	1.3882
52.58	1.74321	1.37365	1.37647	1.27696	1.43834	1.44225
52.59	1.76936	1.40076	1.425	1.24271	1.48047	1.43766
52.6	1.70413	1.36327	1.48264	1.31222	1.404	1.39707
52.61	1.62483	1.40493	1.52618	1.29863	1.37243	1.39404
52.62	1.63323	1.38811	1.51461	1.29263	1.33469	1.37587
52.63	1.55245	1.41898	1.5543	1.32521	1.37118	1.34518
52.64	1.56933	1.58905	1.57951	1.40672	1.54374	1.38128
52.65	1.49199	1.55944	1.50949	1.34642	1.4727	1.36553
52.66	1.4299	1.48253	1.45041	1.30206	1.38237	1.29335
52.67	1.38056	1.43804	1.35919	1.2273	1.31629	1.30838
52.68	1.33785	1.36468	1.29734	1.1901	1.28041	1.2303
52.69	1.29276	1.34788	1.26146	1.15991	1.22826	1.24146
52.7	1.28323	1.33664	1.27573	1.19496	1.16712	1.18566
52.71	1.26613	1.42508	1.22173	1.2054	1.20498	1.21916
52.72	1.26686	1.38826	1.23037	1.12564	1.13311	1.15734
52.73	1.23976	1.33644	1.178	1.11284	1.15818	1.19046
52.74	1.22575	1.32315	1.16474	1.098191	1.13968	1.17114
52.75	1.19966	1.27156	1.2043	1.069569	1.11574	1.17912
52.76	1.185	1.22637	1.18727	1.11264	1.13994	1.15596
52.77	1.17516	1.18943	1.18635	1.085059	1.096729	1.19374
52.78	1.18653	1.19116	1.19069	1.077504	1.12547	1.20469
52.79	1.18074	1.16802	1.11595	1.07247	1.12345	1.13695
52.8	1.1525	1.21106	1.11511	1.10544	1.11346	1.16592
52.81	1.17381	1.26661	1.1016	1.082614	1.10024	1.14752
52.82	1.15202	1.26931	1.10098	1.078149	1.1048	1.087031
52.83	1.18192	1.26232	1.12734	1.058756	1.1347	1.093209
52.84	1.16499	1.24385	1.11223	1.078481	1.10587	1.1173
52.85	1.17178	1.19603	1.10531	1.057724	1.093434	1.14044
52.86	1.19765	1.1842	1.15215	1.079428	1.075125	1.134
52.87	1.14255	1.18393	1.10561	1.045114	1.074727	1.10564
52.88	1.17923	1.17664	1.11141	1.092078	1.059419	1.11718
52.89	1.14326	1.21597	1.092637	1.07842	1.096996	1.085549
52.9	1.16292	1.23189	1.12423	1.075161	1.069308	1.12325
52.91	1.13568	1.23668	1.077103	1.068011	1.054514	1.10577
52.92	1.13191	1.24826	1.13794	1.10071	1.10003	1.11124
52.93	1.14683	1.19481	1.12652	1.10971	1.10416	1.091986
52.94	1.1236	1.18981	1.078578	1.056012	1.062917	1.11021
52.95	1.11146	1.1766	1.094336	1.062947	1.13748	1.16325
52.96	1.11432	1.15624	1.092329	1.092457	1.083484	1.085296
52.97	1.091435	1.16525	1.031723	1.075143	1.18351	1.087489
52.98	1.1265	1.16105	1.076271	1.091994	1.19339	1.076416
52.99	1.15904	1.21787	1.056555	1.056019	1.15404	1.12294
53	1.12573	1.18402	1.058777	1.075244	1.098091	1.0301
53.01	1.094873	1.096821	1.040174	1.057763	1.12316	1.10308
53.02	1.11426	1.1293	1.02792	1.035699	1.092326	1.076015
53.03	1.11493	1.15557	1.072283	1.071487	1.11414	1.046449
53.04	1.11454	1.18539	1.055303	1.045161	1.12007	1.066436
53.05	1.13663	1.20252	1.052122	1.068797	1.15175	1.09664
53.06	1.10355	1.17282	1.067408	1.10543	1.11644	1.050943
53.07	1.086417	1.15041	1.049901	1.0677	1.14235	1.0242
53.08	1.07972	1.17654	1.042381	1.081135	1.08463	1.039896
53.09	1.065071	1.14551	1.043163	1.086127	1.10169	1.027262
53.1	1.073843	1.13754	1.06299	1.075784	1.08427	1.030279
53.11	1.09109	1.12308	1.041315	1.020806	1.018598	1.085901
53.12	1.1307	1.11109	1.05699	1.063786	1.012896	1.086902
53.13	1.083784	1.11021	1.0036807	1.030596	1.07258	1.083682
53.14	1.10439	1.088984	1.024927	1.038702	1.11651	1.080948
53.15	1.13373	1.14315	1.02292	1.056939	1.1417	1.073218
53.16	1.11591	1.090016	1.06199	1.050586	1.097664	1.049009
53.17	1.098988	1.069542	1.04397	1.030288	1.099578	1.050052
53.18	1.07418	1.10396	1.026783	1.028144	1.090263	1.051334
53.19	1.099054	1.11965	1.011526	1.052465	1.071574	1.055418
53.2	1.066264	1.13149	1.055774	1.019343	1.084727	1.098673
53.21	1.07364	1.14776	1.089547	1.057402	1.10211	1.035636
53.22	1.054024	1.12505	1.092287	1.050971	1.056139	1.04713
53.23	1.081433	1.10592	1.091731	1.062464	1.052687	1.066518
53.24	1.063092	1.10876	1.0869	1.036655	1.044923	1.085052
53.25	1.083433	1.16741	1.062928	1.055802	1.085373	1.10899
53.26	1.066581	1.15081	1.071064	1.059419	1.065847	1.11286
53.27	1.053415	1.13328	1.092891	1.021723	1.017383	1.05603
53.28	1.094274	1.085518	1.081306	1.012598	1.049693	1.04655
53.29	1.069494	1.10281	1.054437	1.0639	1.070043	1.066091
53.3	1.097697	1.13646	1.063167	1.021203	1.038594	1.11847
53.31	1.065795	1.11976	1.042816	1.036582	1.070545	1.073334
53.32	1.052152	1.087857	1.047523	1.031428	1.051423	1.056429
53.33	1.1025	1.12417	1.030482	1.022815	1.073434	1.0081109
53.34	1.09244	1.097193	1.066766	1.033243	1.069536	1.027851
53.35	1.072285	1.10605	1.03453	1.017037	1.031942	1.025168
53.36	1.091889	1.084072	1.090348	1.062412	1.042396	1.070862
53.37	1.072719	1.11233	1.057093	1.043507	1.067701	1.032866
53.38	1.078343	1.05991	1.077743	1.031148	1.037091	1.055577
53.39	1.057499	1.066551	1.032961	1.027006	1.042542	1.03847
53.4	1.083807	1.10067	1.032351	1.011487	1.079739	1.013043
53.41	1.049221	1.077309	1.059187	1.026894	1.057194	1.066287
53.42	1.063403	1.12534	1.040518	1.020834	1.079566	1.086163
53.43	1.06953	1.10575	1.050208	1.033898	1.06706	1.082908
53.44	1.050418	1.11721	1.06822	1.059092	1.067406	1.098274
53.45	1.050916	1.10488	1.09745	1.073164	1.076957	1.046646
53.46	1.055357	1.10139	1.055809	1.058228	1.10468	1.095725
53.47	1.069623	1.10924	1.066382	1.031916	1.083826	1.062121
53.48	1.077914	1.12926	1.090334	1.034808	1.05458	1.062651
53.49	1.11281	1.13148	1.059934	1.032837	1.068877	1.065369
53.5	1.072874	1.088927	1.055388	1.026919	1.02268	1.042308
53.51	1.05249	1.10379	1.083427	1.024463	1.06044	1.053258
53.52	1.094888	1.08044	1.0064735	1.037554	1.06837	1.043858
53.53	1.062177	1.090791	1.031859	1.017085	1.043082	1.041473
53.54	1.062086	1.098602	1.053207	1.04583	1.029247	1.027319
53.55	1.066762	1.080698	1.050723	1.025599	1.041351	1.035534
53.56	1.062115	1.10668	1.048696	1.045925	1.040253	1.084986
53.57	1.0348	1.097003	1.051405	1.024402	1.058687	1.047714
53.58	1.058959	1.051211	1.066595	1.034836	1.028215	1.06914
53.59	1.077869	1.077001	1.037114	1.024376	1.071653	1.053975
53.6	1.079343	1.11702	1.11427	1.057097	1.064454	1.069239
53.61	1.092858	1.19392	1.13389	1.040971	1.086668	1.074196
53.62	1.074682	1.13233	1.093653	1.054526	1.15713	1.078504
53.63	1.096664	1.14386	1.088894	1.066334	1.084752	1.11836
53.64	1.096257	1.11199	1.088728	1.063369	1.10122	1.085033
53.65	1.10515	1.14758	1.080044	1.080589	1.096658	1.13713
53.66	1.081596	1.073382	1.060778	1.033591	1.10445	1.061288
53.67	1.075986	1.083302	1.082618	1.038239	1.091141	1.095233
53.68	1.047584	1.10524	1.052699	1.029489	1.049712	1.055799
53.69	1.043802	1.050638	1.033365	1.061578	1.054332	1.0076115
53.7	1.059514	1.094303	1.056414	1.086291	1.087667	1.054363
53.71	1.087426	1.069582	1.036559	1.061397	1.080425	1.092345
53.72	1.052937	1.070308	1.027007	1.023865	1.058354	1.062436
53.73	1.042704	1.10251	1.0074404	1.037392	1.017168	1.054668
53.74	1.041051	1.096968	1.051923	1.049564	1.068327	1.061161
53.75	1.056622	1.11411	1.025139	1.044154	1.058861	1.061417
53.76	1.046682	1.13172	1.077885	1.031351	1.055102	1.049158
53.77	1.093207	1.088307	1.051643	1.050862	1.085792	1.024663
53.78	1.079756	1.043689	1.03368	1.068237	1.057885	1.039889
53.79	1.087142	1.095321	1.052167	1.01857	1.061905	1.074228
53.8	1.10489	1.063518	1.053772	1.01634	1.072995	1.034301
53.81	1.05513	1.077532	1.055317	1.022237	1.061409	1.040663
53.82	1.052087	1.064052	1.0081575	1.0067373	1.02277	1.041248
53.83	1.044713	1.081297	1.033024	1.036025	1.041848	1.017469
53.84	1.067777	1.09132	1.052857	1.042231	1.014836	0.9977005
53.85	1.026494	1.032676	1.016508	1.044955	1.045073	1.049343
53.86	1.042279	1.079493	1.022265	1.04561	1.015552	1.087854
53.87	1.014844	1.073894	1.018402	1.031876	1.022502	0.9989629
53.88	1.021696	1.050965	0.9991359	1.0099065	0.984926	1.057024
53.89	1.025913	1.062535	1.035925	1.038684	1.041894	1.038568
53.9	1.033439	1.07877	1.038805	1.055081	1.048578	1.036627
53.91	1.025767	1.088019	1.038177	1.033239	1.02595	1.053731
53.92	1.029184	1.083385	1.022315	1.02022	1.014287	1.040849
53.93	1.042937	1.14543	1.035227	1.022615	0.9918002	1.041115
53.94	1.033111	1.043046	1.036074	1.033398	1.041728	1.024347
53.95	1.052278	1.05118	1.023353	1.015969	1.058666	0.9983093
53.96	1.04209	1.070198	1.050505	1.065948	1.06831	1.072591
53.97	1.039778	1.071643	1.018169	0.9902451	1.054035	1.062613
53.98	1.016096	1.042644	1.017452	1.029089	1.054256	1.038922
53.99	1.059902	1.076138	1.053877	1.067726	1.077984	1.0602
54	1.012968	1.029116	1.010474	1.034437	1.066174	0.970626
54.01	1.032309	0.99959222	1.028558	1.028285	1.029641	1.028489
54.02	1.0078725	1.062236	1.016752	1.029452	1.031945	1.0033365
54.03	1.056514	1.031785	1.040783	1.06498	1.021442	1.048556
54.04	1.047021	1.044043	1.06804	1.0295	1.063309	1.034515
54.05	1.058527	1.050803	1.072802	1.045741	1.040818	1.031069
54.06	1.040669	1.054288	1.078836	1.038516	1.034033	1.042153
54.07	1.045572	1.083993	1.044626	1.036458	1.042921	1.077803
54.08	1.048426	1.011587	1.024644	1.050052	1.047351	1.027461
54.09	1.041841	1.03172	1.064594	1.075772	1.068887	1.043409
54.1	1.034866	1.030442	1.065994	1.035257	1.090459	1.08986
54.11	1.044438	1.042252	1.081551	1.034748	1.031779	1.041065
54.12	1.051188	1.076661	1.12994	1.092599	1.027814	1.093433
54.13	1.07996	1.056024	1.16336	1.042312	1.016443	1.064057
54.14	1.063941	1.07243	1.17906	1.050689	1.064255	1.085612
54.15	1.073975	1.047776	1.15371	1.053322	1.014753	1.08867
54.16	1.07717	1.065412	1.11944	1.055053	1.043856	1.16171
54.17	1.060919	1.19505	1.065584	1.092182	1.18354	1.099925
54.18	1.051699	1.33879	1.10988	1.14256	1.31889	1.11617
54.19	1.14083	1.22322	1.16997	1.095907	1.25577	1.099835
54.2	1.18487	1.13412	1.11314	1.10432	1.19999	1.079965
54.21	1.16412	1.16724	1.15282	1.092775	1.17803	1.082348
54.22	1.13388	1.11798	1.14826	1.067571	1.12287	1.082254
54.23	1.15352	1.16801	1.2218	1.1111	1.19412	1.11526
54.24	1.11091	1.13816	1.15425	1.054655	1.1322	1.1148
54.25	1.098714	1.11863	1.11495	1.056164	1.10673	1.091063
54.26	1.088213	1.12101	1.071778	1.037496	1.083212	1.074694
54.27	1.070988	1.085759	1.058603	1.063088	1.094318	1.038845
54.28	1.050195	1.10666	1.11094	1.028865	1.095883	1.039818
54.29	1.046694	1.091307	1.045653	1.042168	1.075548	1.063942
54.3	1.08871	1.064832	1.07657	1.044608	1.045031	1.05538
54.31	1.040305	1.085061	1.063294	1.051478	1.075847	1.052784
54.32	1.05455	1.076916	1.098965	1.054472	1.1069	1.13804
54.33	1.075097	1.055867	1.034256	1.045978	1.098437	1.086142
54.34	1.076251	1.080757	1.083072	1.049105	1.073879	1.1091
54.35	1.059801	1.1309	1.069101	1.046241	1.076593	1.051256
54.36	1.030616	1.11256	1.058406	1.071316	1.084123	1.088491
54.37	1.0424	1.11753	1.062678	1.061194	1.063383	1.088941
54.38	1.031509	1.08199	1.034118	1.05454	1.065783	1.022298
54.39	1.073986	1.083519	1.090571	1.082751	1.077983	1.13086
54.4	1.040174	1.087031	1.022911	1.053971	1.10963	1.085764
54.41	1.061388	1.13876	1.083506	1.061636	1.15088	1.087788
54.42	1.049493	1.070621	1.053962	1.061796	1.062892	1.11708
54.43	1.039464	1.079066	1.05179	1.020948	1.077392	1.033387
54.44	1.047663	1.059177	1.033803	1.054742	1.030736	1.032465
54.45	1.055773	1.073348	1.060181	1.045324	1.055565	1.043936
54.46	1.078048	1.053936	1.049666	1.027579	1.064205	1.013542
54.47	1.070104	1.067304	1.069671	1.054427	1.041391	1.030882
54.48	1.04219	1.093839	1.051548	1.048615	1.033904	0.9930321
54.49	1.067047	1.072619	1.035741	1.023011	1.056642	1.068399
54.5	1.065237	1.093181	1.025364	1.014965	1.070872	1.038202
54.51	1.072327	1.096464	1.015943	1.053622	1.055367	1.031395
54.52	1.043392	1.10701	1.049436	1.027508	1.079326	1.051357
54.53	1.063203	1.056769	1.064079	1.035714	1.062074	1.082454
54.54	1.096067	1.13495	1.059652	1.067383	1.097169	1.057341
54.55	1.027625	1.084113	1.086318	1.042249	1.047117	1.042756
54.56	1.053411	1.096048	1.074929	1.017394	1.057262	1.067217
54.57	1.036241	1.11033	1.074313	1.025287	1.076537	1.051316
54.58	1.03046	1.050682	1.05218	1.055329	1.07915	1.039304
54.59	1.031369	1.087517	1.016377	1.039877	1.043962	1.036185
54.6	1.0053791	1.082522	1.019292	1.028258	1.029608	1.058482
54.61	1.027694	1.075749	1.044736	1.047361	1.065279	1.055774
54.62	1.044987	1.068049	1.063639	1.06966	1.065397	1.060857
54.63	1.036931	1.10022	1.047683	1.035538	1.048448	1.04315
54.64	1.03892	1.089066	1.043012	1.036573	1.08917	1.011222
54.65	1.022972	1.064328	1.026755	1.026245	1.036437	1.033747
54.66	1.011821	1.03847	1.027809	1.019973	1.011215	1.010896
54.67	1.029269	1.074121	1.028078	1.055182	1.027278	1.061564
54.68	1.0066915	1.073713	1.02299	1.062155	1.096352	1.043011
54.69	1.0090255	1.056393	1.048129	1.029689	1.064935	1.075777
54.7	1.051637	1.079141	0.984506	1.032134	1.092484	1.051409
54.71	1.00032561	1.060744	1.051068	1.015587	1.080818	1.075837
54.72	1.036281	1.043404	1.053277	1.050554	1.061502	1.088946
54.73	1.0025941	1.080097	1.015798	1.025542	1.049274	1.021853
54.74	1.022478	1.075999	1.015673	0.9981297	1.069112	1.013514
54.75	1.028079	1.0554	0.986109	1.039871	1.046201	1.059487
54.76	1.0051059	1.10291	1.053524	1.038502	1.081809	1.074387
54.77	1.020039	1.080003	1.0071445	1.019862	1.040357	1.045022
54.78	1.032848	1.030084	1.078415	1.030004	1.060417	1.027116
54.79	1.0038621	1.067828	1.074417	0.989346	1.046152	1.052399
54.8	1.015831	1.067289	1.098163	1.021745	1.052951	1.024245
54.81	1.011948	1.084524	1.073339	1.031394	0.981203	1.063995
54.82	1.027868	1.080205	1.027934	1.045063	1.049736	1.044724
54.83	1.010613	1.095998	1.03861	1.049643	1.03482	1.071236
54.84	1.046376	1.12181	1.080789	1.053316	1.04741	1.046326
54.85	1.020647	1.082068	1.033311	0.989986	1.058352	1.0082662
54.86	1.054542	1.12706	1.055902	1.05351	1.015504	1.037608
54.87	1.0069014	1.083035	1.03552	1.012949	0.9911345	1.02057
54.88	1.039124	1.098518	1.052871	1.031742	1.0051664	1.043735
54.89	1.033315	1.11504	1.08822	1.055176	1.00012818	1.056485
54.9	1.019437	1.072985	1.025228	1.029175	1.030373	1.0051272
54.91	1.03639	1.11394	1.025609	1.047227	1.026245	1.044998
54.92	1.045505	1.084615	1.053933	1.058997	1.046124	1.045925
54.93	1.020342	1.028277	1.040717	1.01649	1.049674	0.9941153
54.94	1.0080652	1.074218	1.034242	1.0080564	1.047132	1.027698
54.95	1.010448	1.01754	1.018762	1.03546	1.013393	1.014173
54.96	1.0055989	1.050668	1.0357	1.05005	1.041314	1.015559
54.97	1.025082	1.05211	1.034184	1.014533	1.073055	1.060277
54.98	1.041571	1.073312	1.03912	1.0077279	1.055669	1.037552
54.99	1.0048517	1.043467	1.077058	1.022665	1.026659	1.032211
55	1.023844	1.025998	1.053043	1.012074	1.0064159	1.024733
55.01	1.044066	0.9949721	1.033741	1.015919	1.0080964	1.019161
55.02	1.027356	1.051561	1.064612	1.040606	1.06102	1.054667
55.03	1.031614	1.056154	1.070621	1.031904	1.042618	1.047311
55.04	1.029677	1.060671	1.02706	1.033533	1.038418	1.016822
55.05	1.034363	1.015429	1.051702	1.04348	1.022756	0.983071
55.06	1.028214	1.020584	1.017686	1.0081633	1.071802	1.05547
55.07	1.048238	1.048016	1.028711	1.050947	1.04388	1.065939
55.08	1.04131	1.048934	1.066308	1.049617	1.021122	1.0082287
55.09	1.034053	1.055831	1.047392	1.025595	1.0082589	0.9975451
55.1	1.03441	1.037089	1.021809	1.033929	1.031671	1.032122
55.11	1.048819	0.9904041	1.045835	1.046378	1.056277	1.011289
55.12	1.016854	1.0020759	1.01853	0.97929	0.9933439	1.012737
55.13	1.038698	1.050063	1.033979	1.0023582	1.048483	0.9945233
55.14	0.989527	1.041292	1.050429	1.0065311	1.010009	1.038567
55.15	1.04052	1.04768	1.055169	1.037284	1.033917	1.040186
55.16	1.024607	1.067989	1.071817	1.051115	1.052381	1.054635
55.17	1.037237	1.056558	1.050007	1.035254	1.0011591	1.054882
55.18	1.029844	1.072535	1.053647	1.034528	1.0045148	1.046231
55.19	1.023499	1.0765	1.04089	1.025155	1.011087	1.052356
55.2	1.021658	1.020221	0.98329	1.009208	0.984779	1.031667
55.21	1.0000232	1.053427	1.015797	0.9999099	1.049805	1.033
55.22	1.052477	1.029154	1.037903	1.018489	1.034888	1.040345
55.23	1.045779	1.03642	1.034496	1.052963	1.041818	1.023391
55.24	1.019169	1.041629	1.01764	1.053741	1.038327	1.019354
55.25	1.023601	1.07483	1.03882	1.027109	1.031306	1.042449
55.26	1.055426	1.059156	1.010264	1.039798	1.072028	1.059933
55.27	1.048777	1.067178	1.031211	1.023596	1.00075948	0.983804
55.28	1.036285	1.080198	1.047536	1.04033	1.05775	1.015
55.29	1.026196	1.024721	0.968607	1.025099	1.017962	1.0079752
55.3	1.036754	1.07073	1.03782	1.058414	1.024202	1.034531
55.31	1.026532	1.058328	1.040727	1.053632	1.0099965	1.014193
55.32	1.0242	1.057758	1.025961	1.018539	1.01374	1.0055205
55.33	1.018358	1.031814	0.9999304	1.018567	1.019701	1.010965
55.34	1.020513	1.042774	1.056981	1.064807	1.028029	1.013911
55.35	0.989728	0.9965534	1.0076819	1.011651	1.027752	0.982436
55.36	1.014698	1.0063486	1.04493	1.051997	1.026493	1.026566
55.37	1.033576	1.023149	1.048063	1.069338	1.069962	1.047607
55.38	1.012796	1.018474	1.0043001	1.0099254	1.01914	1.012322
55.39	1.011302	1.012082	0.986105	1.016559	1.022684	1.0093841
55.4	1.022297	1.051832	1.0058343	1.029097	1.022758	1.093935
55.41	1.0058788	1.04366	1.027754	1.033824	1.036813	1.079779
55.42	0.9951518	1.061489	1.0069029	1.030908	1.064416	1.071388
55.43	1.0056461	1.041685	0.989084	1.022902	0.9924689	1.088236
55.44	0.9974394	1.029276	1.016514	1.047913	0.982879	1.028155
55.45	1.017247	0.99978726	1.0077788	0.9965879	1.033317	1.011604
55.46	1.049716	1.055509	1.020007	1.033422	1.066921	1.043264
55.47	1.026792	1.039605	1.00081611	1.01257	1.065055	1.017404
55.48	1.028525	1.014063	1.012939	1.035691	1.07068	1.022767
55.49	1.02686	1.036157	1.023684	1.034816	1.1017	1.0298
55.5	1.026426	1.013094	1.024134	1.0092232	1.030766	1.016955
55.51	1.0083379	1.022361	1.032618	1.061165	1.057035	1.036894
55.52	1.02798	1.0084676	0.980498	1.052201	1.007882	1.045353
55.53	0.9946491	1.010541	1.020957	1.035604	1.033247	1.029394
55.54	1.016967	1.025679	1.013577	1.044877	1.010844	0.9909265
55.55	0.9984646	1.044299	1.039901	1.05083	1.0063169	1.046759
55.56	1.031563	1.026274	1.040023	1.054945	1.033397	1.035023
55.57	1.0031487	1.027324	1.01014	0.99972842	1.014614	1.025733
55.58	0.998471	1.047931	1.040161	1.027996	1.032869	1.064349
55.59	0.9982818	1.013407	1.032496	1.011544	0.9961529	0.9910857
55.6	1.0027209	1.058255	1.022795	1.051748	1.039377	1.062505
55.61	0.986582	1.037196	1.039196	1.055029	1.033505	1.039524
55.62	1.0042411	1.048107	1.024882	1.061417	1.010025	1.054699
55.63	1.016006	1.012697	1.0070023	1.015605	1.038548	1.037543
55.64	1.022975	1.03061	1.011586	1.036735	1.012593	1.0032885
55.65	1.0011518	1.047107	1.01915	1.029487	1.023135	1.050066
55.66	1.0052844	1.047365	0.99908699	1.035427	1.0082948	1.036735
55.67	1.010445	0.983986	1.013306	1.029326	1.017953	1.017968
55.68	1.023056	0.982833	0.9926126	1.014565	0.983907	1.00010347
55.69	1.010937	1.052858	1.077722	1.060108	1.037704	1.024862
55.7	0.98817	1.028231	1.060536	1.023885	1.038597	1.020092
55.71	1.01861	1.035618	1.11365	1.052846	1.054162	1.060107
55.72	1.029192	1.027421	1.14441	1.017366	1.05963	1.079831
55.73	1.065908	1.034266	1.15385	1.13709	1.037717	1.054513
55.74	1.10493	1.11257	1.13321	1.1366	1.048836	1.075741
55.75	1.10777	1.17689	1.1738	1.19229	1.074544	1.10226
55.76	1.22277	1.16499	1.21111	1.25491	1.089918	1.159
55.77	1.35251	1.23939	1.31742	1.23633	1.14053	1.22538
55.78	1.45868	1.28285	1.37717	1.24239	1.16186	1.32966
55.79	1.5519	1.45921	1.41933	1.39613	1.42088	1.37761
55.8	1.70696	1.47333	1.53539	1.45817	1.48582	1.39471
55.81	1.80599	1.46674	1.56581	1.39243	1.44356	1.3704
55.82	1.77055	1.5502	1.51069	1.39305	1.43222	1.37222
55.83	1.72501	1.57922	1.56409	1.32743	1.40669	1.4285
55.84	1.70805	1.71348	1.55768	1.34698	1.41254	1.40164
55.85	1.6993	1.58915	1.48659	1.33503	1.32389	1.29043
55.86	1.63645	1.50768	1.47662	1.30623	1.29552	1.27859
55.87	1.56681	1.44972	1.4256	1.25652	1.3005	1.25365
55.88	1.48424	1.39563	1.38877	1.2242	1.23763	1.22845
55.89	1.43573	1.38433	1.33429	1.16169	1.19142	1.24878
55.9	1.48143	1.37648	1.30699	1.18785	1.28234	1.2964
55.91	1.4842	1.38372	1.3104	1.15527	1.29239	1.26909
55.92	1.41765	1.35797	1.29743	1.18568	1.21164	1.26788
55.93	1.41421	1.32189	1.34359	1.16572	1.19366	1.24762
55.94	1.35635	1.31251	1.29596	1.15181	1.21504	1.21057
55.95	1.38526	1.27838	1.25613	1.12519	1.15037	1.16693
55.96	1.36314	1.27785	1.27663	1.1414	1.1742	1.16868
55.97	1.40842	1.20442	1.23418	1.11568	1.14926	1.20208
55.98	1.44828	1.25065	1.24481	1.11368	1.15622	1.17745
55.99	1.38669	1.21909	1.20698	1.092318	1.15792	1.1638
56	1.39152	1.22653	1.19363	1.1263	1.15005	1.24912
56.01	1.34601	1.20917	1.18051	1.11776	1.13756	1.21655
56.02	1.28642	1.1969	1.15588	1.047644	1.10373	1.1495
56.03	1.26402	1.18358	1.10701	1.065702	1.094051	1.17412
56.04	1.25659	1.20427	1.15674	1.10514	1.13648	1.17218
56.05	1.21446	1.17621	1.16134	1.12605	1.12366	1.16076
56.06	1.21735	1.20794	1.21382	1.092069	1.13929	1.12002
56.07	1.1946	1.13072	1.16596	1.063683	1.11272	1.15175
56.08	1.21193	1.14691	1.17005	1.050739	1.14409	1.14033
56.09	1.22477	1.2295	1.19266	1.066682	1.14253	1.1729
56.1	1.21311	1.21476	1.15596	1.097783	1.15305	1.15034
56.11	1.1901	1.19101	1.15902	1.10288	1.10392	1.094883
56.12	1.14793	1.16034	1.17219	1.13727	1.08896	1.10483
56.13	1.14276	1.11014	1.17376	1.11335	1.091005	1.098514
56.14	1.14461	1.15905	1.12654	1.11778	1.11715	1.12704
56.15	1.12776	1.10473	1.11046	1.11076	1.09678	1.071923
56.16	1.17329	1.10614	1.14023	1.12161	1.1065	1.10797
56.17	1.15762	1.13112	1.15954	1.077593	1.070895	1.11501
56.18	1.13755	1.11677	1.18273	1.095637	1.09474	1.10582
56.19	1.13775	1.10918	1.13674	1.066683	1.10716	1.073453
56.2	1.16411	1.11498	1.14006	1.05843	1.10931	1.084375
56.21	1.15422	1.097963	1.13455	1.063462	1.093981	1.073134
56.22	1.13918	1.076274	1.13188	1.050762	1.085536	1.15555
56.23	1.16639	1.12574	1.11946	1.073705	1.085974	1.1275
56.24	1.16596	1.074066	1.1315	1.082468	1.073013	1.084245
56.25	1.19865	1.07192	1.17311	1.044705	1.067221	1.054112
56.26	1.22075	1.15407	1.21207	1.076232	1.090132	1.094702
56.27	1.19879	1.17312	1.1947	1.072172	1.14613	1.11123
56.28	1.17093	1.12997	1.1711	1.055711	1.11865	1.14258
56.29	1.20694	1.071395	1.10418	1.06621	1.12598	1.13038
56.3	1.20332	1.099574	1.17825	1.082822	1.19574	1.14295
56.31	1.17408	1.11063	1.08963	1.07732	1.13643	1.13701
56.32	1.1863	1.13787	1.11068	1.055265	1.15842	1.11886
